id		description		product_type		netto_content		unit_of_measure		brutto_weight		length		depth		height		assortm_code
397722		GESNEDEN BLADSPINAZIE 1/3		0111 Groenten in glas		325		GR		508		8.5		8.5		10.5		1
307120		ROOM SPINAZIE 1/3		0111 Groenten in glas		330		GR		520		8.5		8.5		10.5		1
309823		SNIJBONEN 3/4		0111 Groenten in glas		680		GR		971		10		10		13		1
300413		HARICOTS VERT EF 1/3		0111 Groenten in glas		340		GR		542		8		8		12		1
403868		MAIS		0111 Groenten in glas		180		GR										
396560		APPELMOES 1/3		0113 Appelmoes		360		GR		538		8.5		8.5		10.5		1
308882		APPELMOES 1/4		0113 Appelmoes		200		GR										2
313539		APPELCOMPOTE 3/4		0113 Appelmoes		580		GR										4
394265		CHAMPIGNONS GESNEDEN		0110 Groenten in blik		295		GR		326		7		7		10		1
392764		SHOARMASAUS		0411-Schepsauzen		150		GR										2
993489		KNOFLOOKSAUS		0411-Schepsauzen		150		GR										2
397536		GARNALEN SALADE		0510 Salades		150		GR										1
304445		EIERSALADE		0510 Salades		200		GR										1
304392		KIP-SATESALADE		0510 Salades		200		GR										1
596341		KOMKOMMER SALADE		0510 Salades		200		GR										1
596343		TONIJN SALADE		0510 Salades		200		GR										1
596344		KIPKERRIE SALADE		0510 Salades		200		GR										1
596345		SELLERIE SALADE		0510 Salades		200		GR										1
596346		KRAB SALADE		0510 Salades		200		GR										1
596357		ZALM SALADE		0510 Salades		200		GR										1
599028		BEENHAM SALADE		0510 Salades		200		GR										1
599146		KAAS BIESLOOK SALADE		0510 Salades		150		GR										
599158		KAAS MOSTERD SALADE		0510 Salades		150		GR										
599153		ZALMSALADE		0510 Salades		150		GR										
599154		VLEESSALADE		0510 Salades		87		GR										
599155		TONIJNSALADE		0510 Salades		150		GR										
599156		SELLERIESALADE		0510 Salades		150		GR										
599167		SURINAAMSE SCHARRELEISALADE		0510 Salades		150		GR										
599168		SCHARRELEI-BACONSALADE		0510 Salades		150		GR										
599169		KIPSATE SALADE		0510 Salades		150		GR										
599160		KRABSALADE		0510 Salades		150		GR										
599161		KIP-KERRIESALADE PIKANT		0510 Salades		150		GR										
599162		BEENHAMSALADE		0510 Salades		150		GR										
599163		FARMERSALADE		0510 Salades		150		GR										
599164		CHICKEN-SWEET ONIONSALADE		0510 Salades		150		GR										
599165		HAM-PREISALADE		0510 Salades		150		GR										
599166		KIP-KERRIESALADE		0510 Salades		150		GR										
599177		HAWAIISALADE		0510 Salades		150		GR										
599178		SCHARRELEI/BIESLOOKSALADE		0510 Salades		150		GR										
593650		GESN OUD		0381-Kaas gesneden verpakt		175		GR		203		15.5		20.5		2		1
593653		GESN BELEGEN		0381-Kaas gesneden verpakt		175		GR		188		15.5		20.5		2		1
593655		GESN JONG BELEGEN		0381-Kaas gesneden verpakt		175		GR		192		15.5		20.5		2		1
599695		GESN EXTRA BELEGEN		0381-Kaas gesneden verpakt		175		GR		185		15.5		20.5		2		1
599702		GESN JONGE KAAS		0381-Kaas gesneden verpakt		175		GR		184		15.5		20		2		1
599895		GESN JONG 30+		0381-Kaas gesneden verpakt		175		GR		180		15.5		20		2		1
599896		GESN JONG BELEGEN 30+		0381-Kaas gesneden verpakt		175		GR		185		15.5		20		2		1
599808		GESN BELEGEN 30+		0381-Kaas gesneden verpakt		175		GR		186		15.5		20		2		1
599809		GESN OUD 30+		0381-Kaas gesneden verpakt		175		GR		187		15.5		20		2		1
395354		TOILETPAPIER 2 LAAGS		0250 Toiletpapier		24		ST		1883		37		19.5		29		1
396394		TOILETPAPIER KATOEN 3 LAAGS		0250 Toiletpapier		4		ST		397		19		10		19.5		1
797678		TOILETPAPIER 2 LAAGS		0250 Toiletpapier		12		ST										4
798757		TOILETPAPIER 3 LAAGS		0250 Toiletpapier		8		ST		804		39		11		19.5		1
799956		TOILETPAPIER 4 LAAGS		0250 Toiletpapier		4		ST		415		21.5		11.5		19.5		1
799089		TOILETPAPIER 2 LAAGS		0250 Toiletpapier		6		ST		475		27		10		19.5		1
799010		TOILETPAPIER 3LAAGS RECYCLED		0250 Toiletpapier		8		ST		648		41		9.5		22.5		1
229707		KEUKENPAPIER		0251 Keukenrollen		4		ST		470		37		9.5		23		1
799849		KEUKENPAPIER MAXI		0251 Keukenrollen		2		ST										4
799873		KEUKENPAPIER D╔COR 3 LAAGS		0251 Keukenrollen		2		ST		314		19.5		11		22.5		1
396391		ZAKDOEKJES 4 LAAGS 10x10		0252 Servetten		10		ST		275		27		5		11		1
797605		TISSUES MET LOTION		0252 Servetten		90		ST		218		22		7		11.5		1
798344		ZAKDOEKJES 15x10		0252 Servetten		15		ST										4
799082		TISSUES 3 LAAGS		0252 Servetten		100		ST		237		22		7		11.5		1
396502		PITABROODJES		0076 Houdbaar brood		8		ST		406		16.5		15.5		5		1
319152		MAALTIJD PITA		0076 Houdbaar brood		6		ST		446		15		15		8		1
295308		KRAT SCHUTTERS PIJPJE		0290 Pils		24		ST		0		30		40		24.5		1
295367		KRAT HOLGER PIJPJE		0290 Pils		24		ST										4
396605		PILS BLIK		0290 Pils		1980		ML		2135		20		13.5		12		1
795310		BIER  BLIK		0290 Pils		2000		ML		2165		13		13		17		1
797994		BIER BLIK		0290 Pils		500		ML										4
349742		BIER BLIK		0293 Bieren overig		500		ML										2
273555		BOER'N YOGHURT AARDBEI		0341-Vla, yoghurt & pap		800		ML										1
397173		BOER'N YOGHURT BOSVRUCHT		0341-Vla, yoghurt & pap		800		ML										1
596016		BOERN MUESLI NATUREL		0343-Desserts		170		GR										1
596027		BOERN MUESLI AARDBEI		0343-Desserts		170		GR		187		10		10		8		1
597293		BOER'N VLA CHOCO/VANILLE		0343-Desserts		500		GR		517		10		10		13		1
597294		BOER'N VLA APPELTAART		0343-Desserts		500		GR										1
599715		BOER'N YOGHURT BOSVRUCHTEN		0343-Desserts		450		ML										
599716		BOER'N YOGHURT AARDBEIEN		0343-Desserts		450		ML										
303405		ORANGE PREMIX		0205 Premix en aperitief		250		ML		270		5		5		13.5		1
396723		RED FRUIT		0206 Likeur en vruchtenwijn		750		ML										2
397416		SCHARREL-EI ADVOCAAT		0206 Likeur en vruchtenwijn		500		ML		875		7		7		24		1
794295		FESTA PASSION FRUITS		0206 Likeur en vruchtenwijn		500		ML		1037		8		4.5		26		1
396840		HAZELNOOTPASTA		0085 Chocolade- & pasta's		400		GR		617		8.5		7		11		1
396841		CHOC.PASTA MELK		0085 Chocolade- & pasta's		400		GR		617		8.5		7		11		1
396842		CHOC.PASTA PUUR		0085 Chocolade- & pasta's		400		GR		606		8.5		7		11		1
793498		DUOPASTA		0085 Chocolade- & pasta's		400		GR		621		8.5		7		11		1
794247		CHOC.PASTA WIT		0085 Chocolade- & pasta's		400		GR		603		8.5		7		11		1
302639		SCHOKO PARTY		0160 Chocolade en bonbons		250		GR										4
797513		SEA SHELLS UTZ		0160 Chocolade en bonbons		250		GR										4
318097		MINI'S		0162 Candybars		450		GR		423		25		21		3.5		1
304396		TABLET CRISPY WITTE CHOC. UTZ		0167 Repen en tabletten		200		GR		212		19		9		1.5		1
305602		TABLET HELE HAZELNOOT MELK UTZ		0167 Repen en tabletten		200		GR		216		19		9		1.5		1
305778		TABLET PUUR CHOCOLADE UTZ		0167 Repen en tabletten		200		GR		214		19		9		1.5		1
307344		TABLET MELK UTZ		0167 Repen en tabletten		200		GR		210		19		9		1.5		1
307369		TABLET HAZELNOOT ROZIJN MELK		0167 Repen en tabletten		200		GR										1
318336		REEP HAZELNOOT MELK FT		0167 Repen en tabletten		180		GR										2
318348		REEP PUUR FT		0167 Repen en tabletten		180		GR										2
318349		REEP MELK FT		0167 Repen en tabletten		180		GR										2
318340		REEP MELK HAZELNOOT FT		0167 Repen en tabletten		75		GR		80		15.5		5		1		1
318341		REEP BUTTERSCOTCH FT		0167 Repen en tabletten		75		GR		78		15.5		5		1		1
318342		REEP PUUR FT		0167 Repen en tabletten		75		GR		76		15.5		5		1		1
318343		REEP EXTRA PUUR FT		0167 Repen en tabletten		75		GR		79		15.5		5		1		1
318344		REEP MELK FT		0167 Repen en tabletten		75		GR		81		15.5		5		1		1
318345		REEP WIT FT		0167 Repen en tabletten		75		GR		75		15.5		5		1		1
319895		TABLET PRALINE MELK		0167 Repen en tabletten		200		GR		224		19.5		9.5		2		1
319896		TABLET PRALINE WIT		0167 Repen en tabletten		200		GR		228		19.5		9.5		2		1
397552		SNELKOOKRIJST		0034 Rijst		400		GR										4
399789		ZILVERVLIESRIJST		0034 Rijst		400		GR										4
308884		PANDANRIJST		0034 Rijst		1000		GR		1017		10		8		18.5		1
308885		BASMATI RIJST		0034 Rijst		1000		GR		1028		10		6.5		18.5		1
318742		ZILVERVLIESRIJST		0034 Rijst		1000		GR										4
318843		BREUKRIJST		0034 Rijst		1000		GR										4
318354		BASMATI RIJST		0034 Rijst		400		GR		424		10		3.6		17.5		1
318355		PANDANRIJST		0034 Rijst		400		GR		422		10		3.6		17.5		1
319343		SURINAAMSE RIJST		0034 Rijst		2000		GR										2
396344		TAFELAARDAPPELEN		0436 Aardappelen		5		KG										1
396358		NICOLA VASTKOKEND		0436 Aardappelen		5		KG										2
396351		MOZART VRIJ VASTKOKEND		0436 Aardappelen		5		KG										4
398672		MARITIEMA LICHT KRUIMIG		0436 Aardappelen		5		KG										2
315097		EKO JELLY		0436 Aardappelen		2		KG										
643796		NICOLA VASTKOKEND		0436 Aardappelen		5		KG										2
643705		MOZART VRIJ VASTKOKEND		0436 Aardappelen		5		KG										
643715		MARITIEMA LICHT KRUIMIG		0436 Aardappelen		5		KG										2
803474		MARITIEMA		0436 Aardappelen		10		KG										
803677		TAFELAARDAPPELS		0436 Aardappelen		5		KG										2
803937		MOZART VRIJ VASTKOKEND		0436 Aardappelen		2500		GR										
803938		MOZART VRIJ VASTKOKEND		0436 Aardappelen		2		KG										
803102		REGINA VASTKOKEND		0436 Aardappelen		2500		GR										
803103		REGINA VASTKOKEND		0436 Aardappelen		2500		GR										
803104		ALEXIA LICHT KRUIMIG		0436 Aardappelen		2500		GR										
803105		ALEXIA LICHT KRUIMIG		0436 Aardappelen		2500		GR										
803903		PG KRUIMIGE STAMPPOT AARDAPPEL		0438 Assortiment DC Ochten		1000		GR										1
803904		PG VASTKOKENDE AARDAPPEL		0438 Assortiment DC Ochten		1000		GR										1
803072		WOKAARDAPPELTJES		0438 Assortiment DC Ochten		450		GR										2
599118		CHOCOLADE MOUSSE		0343-Desserts		90		GR										1
599111		PROFITEROLES		0343-Desserts		90		GR										1
599112		TIRAMISU		0343-Desserts		90		GR										1
599113		TARTUFO		0343-Desserts		90		GR										1
716217		CHEESESPREAD NATUREL		0383-Smeerkaas		85		GR		98		4.5		8.5		3		1
716247		CHEESESPREAD KRUIDEN		0383-Smeerkaas		85		GR		99		4.5		18.5		3		1
304978		ST PAULIN RODE KORSTKAAS		0384-Buitenlandse kaas verpak		200		GR										
599017		CAMEMBERT 45+		0384-Buitenlandse kaas verpak		240		GR		262		11		11		3		1
799673		SERVETTEN WIT 2 LAAGS		0252 Servetten		50		ST		163		16.5		17		4		1
799185		SERVETTEN 1 LAAGS		0252 Servetten		100		ST										4
599295		CALZINI SALAMI KAAS & TOMAAT		0370 Maaltijden		145		GR										
599296		CALZINI KIP KEBAB & SAUS		0370 Maaltijden		145		GR										
397289		FOCACCIA KRUIDENBOTER		0414 Koelvers brood		220		GR										2
599294		FOCACCIA PAPRIKA & OLIJF		0414 Koelvers brood		230		GR										
439157		DROGE METWORST/KRUIDNAGEL		0392 Droge worst		1		ST										2
593836		BOERENMETWORST ONGEROOKT		0392 Droge worst		1		ST										2
582370		BOERENMETWORST		0392 Droge worst		200		GR										2
596932		BAKBLOEDWORST 500 GRAM		0394 Leverworst		1		KG										2
596936		BAKLEVERWORST 500 GRAM		0394 Leverworst		1		KG										2
664089		LANDLEVERWORST		0394 Leverworst		400		GR										2
596940		KIPFILET BULK NATUREL		0398 Specialiteiten		1		KG										2
392396		DRENTSCHE METWORST 9 X2 ST		0404 Droge worst		225		GR										2
594204		GRONINGERS KRUIDNAGELWORST		0404 Droge worst		1		ST										1
594025		ROLPENS IN 'T ZUUR		0405 Vleeswaren & snacks		380		GR										2
594217		KAANTJES IN REUZEL		0405 Vleeswaren & snacks		250		GR										2
594238		RUNDVET		0405 Vleeswaren & snacks		250		GR										2
209877		KRUUDMOES ROZIJNEN		0480 Traiteur slagerij		1		KG										2
599225		CUISINE KNOFLOOK/KRUIDEN		0344-Slagroom		240		GR										
599020		LIGHTLIFE PLAKKEN		0381-Kaas gesneden verpakt		160		GR										4
599233		BOITE RONDE NATUREL		0383-Smeerkaas		120		GR										
913177		CHEEZ DIPPERS		0383-Smeerkaas		175		GR		222		13		5.5		11.5		1
447387		KNOFLOOK ROOMKAAS		0384-Buitenlandse kaas verpak		150		GR		162		7.5		7.5		4.5		1
599745		MINI BABYBEL		0384-Buitenlandse kaas verpak		120		GR		151		11		11		4		1
599081		SJALOT & BIESLOOK		0384-Buitenlandse kaas verpak		150		GR		159		7.5		7.5		4.5		1
758917		PORT SALUT 50+		0384-Buitenlandse kaas verpak		185		GR		178		7.5		12		6		1
398270		BIO HALFVOLLE MELK		0340 Melk dagvers		1000		ML		1067		7.5		7.5		23.5		1
398271		BIO KARNEMELK		0340 Melk dagvers		1000		ML		1073		7.5		7.5		23.5		1
597288		HALFVOLLE MELK ROLL IN		0340 Melk dagvers		2000		ML		2116		9		12		24.5		1
597289		HALFVOLLE MELK DOOS		0340 Melk dagvers		2000		ML										2
597328		KARNEMELK		0340 Melk dagvers		500		ML		545		6		6		18.5		1
597329		HALFVOLLE MELK		0340 Melk dagvers		500		ML		540		6		6		18.5		1
597320		VOLLE MELK		0340 Melk dagvers		500		ML		544		6		6		18.5		1
398279		BIO  MAGERE YOGHURT		0341-Vla, yoghurt & pap		1000		ML										2
597321		DRINKONTBIJT PERZ/ABRIKOOS		0342-Zuiveldranken		500		ML		558		6		6		18.5		1
597322		DRINKONTBIJT MAN/KIWI		0342-Zuiveldranken		500		ML		569		6		6		18.5		1
597348		YOGHURTDRINK RODE VRUCHT		0342-Zuiveldranken		500		ML										1
599748		DRINKONTBIJT SINAS/MANGO/BAN		0342-Zuiveldranken		500		ML		558		6		6		18.5		1
599749		DRINKONTBIJT AARDB/KIWI/BANAAN		0342-Zuiveldranken		500		ML		560		6		6		18.5		1
599746		YOGHURTDRINK AARDBEI		0342-Zuiveldranken		500		ML		555		6		6		18.5		1
599830		YOGHURTDRINK PERZIK		0342-Zuiveldranken		500		ML		557		6		6		18.5		1
841747		KRENTEBRIJ		0353 Desserts houdbaar		1000		ML										2
397034		BRUINE BONEN		0114 Peulvruchten		500		GR		498		10		19		3		1
397036		GROENE ERWTEN		0114 Peulvruchten		500		GR		499		10		19		3		1
397049		SPLITERWTEN		0114 Peulvruchten		500		GR		511		10		17.5		3		1
593023		AJAM KETJAP		0370 Maaltijden		545		GR										2
593026		AJAM SATEH		0370 Maaltijden		545		GR										2
593038		DAGING RENDANG		0370 Maaltijden		545		GR										2
597967		AYAM BALI		0370 Maaltijden		545		GR										2
793681		SENIOR PATE RUND		0230 Hond nat		400		GR		448		7.5		7.5		11		1
793682		ADULT PATE RUND/PENS		0230 Hond nat		400		GR		459		7.5		7.5		11		1
793684		JUNIOR PATE RUND		0230 Hond nat		400		GR		468		7.5		7.5		11		1
793685		BROKJES IN SAUS KIP/GROENTEN		0230 Hond nat		1240		GR		1339		10		10		17.5		1
793686		BROKJES IN SAUS RND/GEV/PAST/G		0230 Hond nat		1240		GR		1374		10		10		17.5		1
793698		BROKJES GELEI RUND/KIP		0230 Hond nat		415		GR		467		7.5		7.5		11		1
796514		HOND BROKKEN RUNDVLEES IN SAUS		0230 Hond nat		1250		GR										4
794167		SENIOR BROKKEN		0231 Hond droog		2500		GR		2479		20		11		42		1
794168		BROKKENMIX		0231 Hond droog		4000		GR		3945		26		13		43		1
794169		DINER		0231 Hond droog		5000		GR		(te zwaar)		27		14		52		1
794249		MINI BROKKEN		0231 Hond droog		1000		GR		1026		15		9		32		1
797900		ZACHTE BROKKEN		0231 Hond droog		1500		GR		1533		19		10		29		1
304220		ADULT PATE RUND		0232 Kat nat		400		GR		441		7.5		7.5		11		1
304221		ADULT PATE ZALM		0232 Kat nat		400		GR		453		7.5		7.5		11		1
304222		ADULT VAR.MENU RUND		0232 Kat nat		400		GR		465		6.5		6.5		11		1
304223		ADULT VAR.MENU ZALM/FOREL		0232 Kat nat		400		GR		469		6.5		6.5		11		1
306648		POUCH VARIATIE		0232 Kat nat		1200		GR		1329		20		10		14.5		1
349805		POUCH VLEES 4X 100 GRAM		0232 Kat nat		400		GR		418		20		14		2.5		1
349806		POUCH VIS 4X 100 GRAM		0232 Kat nat		400		GR		418		21		14		2.5		1
349818		POUCH VARIATIE SENIOR		0232 Kat nat		1200		GR		1288		20		10		14.5		1
349819		POUCH VARIATIE JUNIOR		0232 Kat nat		1200		GR		1279		20		10		15		1
349810		POUCH VARIATIE INDOOR		0232 Kat nat		1200		GR		1282		20		10		15		1
654816		KAT BROKJES VIS IN SAUS		0232 Kat nat		400		GR										4
654827		KAT BROKJES RUNDVLEES IN SAUS		0232 Kat nat		400		GR										4
793690		DUO BROKJES ZALM/KABELJAUW		0232 Kat nat		400		GR		470		7.5		7.5		11		1
793692		DUO BROKJES KIP/KALKOEN		0232 Kat nat		400		GR		454		7.5		7.5		11		1
797103		POUCH VLEES		0232 Kat nat		1200		GR		1291		20		10		15		1
797104		POUCH VIS		0232 Kat nat		1200		GR		1328		20		10		14.5		1
794160		KNABBELS VIS		0233 Kat droog		1000		GR		1029		15		8		32		1
794161		KNABBELS VLEES		0233 Kat droog		1000		GR		1029		15		8		32		1
306371		KOPIEERPAPIER A3 WINKEL		9000 Kosten		80		GR										
599783		KRUIDENBOTER SUPPLIER		0384-Buitenlandse kaas verpak		150		GR										4
332297		HALFVOLLE MELK		0340 Melk dagvers		1500		ML										2
332298		HALFVOLLE MELK ROLL IN		0340 Melk dagvers		1500		ML		1597		10		7.5		25		1
599836		MAGERE MELK		0340 Melk dagvers		1000		ML		1035		7.5		7.5		23.5		1
393332		MAGERE YOGHURT AARDBEI		0341-Vla, yoghurt & pap		1000		ML		1109		7.5		7		23.5		1
393333		MAGERE YOGHURT PERZIK		0341-Vla, yoghurt & pap		1000		ML		1106		7.5		7		23.5		1
393334		MAGERE YOGHURT BOSVRUCHTEN		0341-Vla, yoghurt & pap		1000		ML		1103		7.5		7		23.5		1
396329		MAGERE YOGHURT KERS & RODE BES		0341-Vla, yoghurt & pap		1000		ML										1
599143		CHOCOLADE VLA		0341-Vla, yoghurt & pap		1000		ML										
599144		BLANKE VLA		0341-Vla, yoghurt & pap		1000		ML										
599145		KARAMEL VLA		0341-Vla, yoghurt & pap		1000		ML										
349225		ESPRESSO BONEN KRACHTIG		0027 Koffiebonen		500		GR										2
349226		KOFFIEBONEN CAFFE CREMA		0027 Koffiebonen		500		GR										2
654867		ESPRESSO CASA		0020 Filter koffie		250		GR		264		8		4.5		15		1
326652		INTERMEZZO KOFFIEBONEN		0027 Koffiebonen		500		GR										4
349976		SELEZIONE CREMA BONEN		0027 Koffiebonen		500		GR										
654856		ESPRESSO CASA BONEN		0027 Koffiebonen		500		GR		524		11		7		19.5		1
343175		MIXEDFRUIT SIROOP SUIKERVRIJ		0193 Limonadesiropen		580		ML										2
343325		SINAASAPPELSIROOP SUIKERVRIJ		0193 Limonadesiropen		580		ML		607		7		7		22		1
349183		BOSVRUCHTEN SIROOP SUIKERVRIJ		0193 Limonadesiropen		580		ML		607		7		7		21.5		1
349230		ICE TEA PERZIK SIROOP SUIKERVR		0193 Limonadesiropen		580		ML										2
654932		FRAMBOOS SIROOP SUIKERVRIJ		0193 Limonadesiropen		580		ML		628		7		7		11.5		1
205357		KRUIDENBOTER		0384-Buitenlandse kaas verpak		100		GR		117		9.5		9.5		3.5		1
803794		SALADESCHOTEL RAUWKOST		0435 Panklaar		275		GR										1
803973		SALADESCHOTEL ITALIAANS		0435 Panklaar		250		GR										2
803974		SALADESCHOTEL HOLLANDS		0435 Panklaar		275		GR										2
803975		SALADESCHOTEL BOEREN		0435 Panklaar		300		GR										2
803976		SALADESCHOTEL CAESAR		0435 Panklaar		300		GR										2
803003		MAALTIJDSALADE TONIJN		0435 Panklaar		400		GR										1
803004		MAALTIJDSALADE KIP		0435 Panklaar		400		GR										1
803005		MAALTIJDSALADE GEITENKAAS		0435 Panklaar		400		GR										1
803017		MAALTIJDSALADE CAESAR		0435 Panklaar		400		GR										1
803018		MAALTIJDSALADE BACON		0435 Panklaar		400		GR										2
803059		MAALTIJDSALADE V/D MAAND		0435 Panklaar		400		GR										4
396688		TACO SEASONING MIX		0037 Houdbare maaltijden		45		GR		46		12		0.6		15.5		1
396683		BURRITO SEASONING MIX		0037 Houdbare maaltijden		30		GR		36		12		0.6		15.5		1
396684		TACO SHELLS		0037 Houdbare maaltijden		135		GR		197		17		4.5		14		1
396686		TACO SAUS MILD		0037 Houdbare maaltijden		230		GR		425		5.5		5.5		12.5		1
396698		WRAP TORTILLA'S		0037 Houdbare maaltijden		371		GR		350		26.5		26		2		1
396699		SOFT TORTILLA		0037 Houdbare maaltijden		320		GR		323		14.5		14.5		2.5		1
302070		TORTILLA WITH WHOLE WHEAT		0037 Houdbare maaltijden		320		GR		327		14.5		14.5		2.5		1
599692		ROTI HINDOESTAANS KIP		0370 Maaltijden		450		GR										2
599693		DUNNE BAMI JAVAANSE KIP		0370 Maaltijden		450		GR										2
803048		FRANSE FRITES		0438 Assortiment DC Ochten		500		GR										1
803049		OLDERWETSE OPBAKPIEPERS		0438 Assortiment DC Ochten		500		GR										1
803074		HALVE RODE KRIEL		0438 Assortiment DC Ochten		425		GR										2
803075		KRIELTJES IN OLIJFOLIE OREGANO		0438 Assortiment DC Ochten		425		GR										2
597913		STAMPPOT ANDIJVIE GEHAKTBAL		0370 Maaltijden		500		GR		547		15		22		5.5		1
597915		STAMPPOT BOERENKOOL MET WORST		0370 Maaltijden		500		GR		526		15		22		5.5		1
597916		BROCCOLI/BOOMSTAMMETJE/AARD.		0370 Maaltijden		500		GR										2
597927		HUTSPOT MET RUNDERLAPJE		0370 Maaltijden		500		GR		535		15		22		5.5		1
597928		RODE BIETJES MET SPEKLAP		0370 Maaltijden		500		GR										2
597929		RODE KOOL/HACHEE/AARDAPPEL		0370 Maaltijden		500		GR		486		15.5		25		6		1
597921		SPERZIEBONEN/SLAVINK/KRIEL		0370 Maaltijden		500		GR										2
597922		STOOFPEREN/RUNDERLAP/PUREE		0370 Maaltijden		500		GR		545		15.5		25		5.5		1
597925		ZUURKOOL MET ROOKWORST		0370 Maaltijden		500		GR		537		15		22		5.5		1
597041		SPINAZIE/KIPFILET/KRIEL		0370 Maaltijden		500		GR										2
599877		VERSE ANDIJVIE MET SLAVINK		0370 Maaltijden		500		GR		530		15		22		5.5		1
599879		BLOEMKOOL MET GEHAKTB EN AARD.		0370 Maaltijden		500		GR		402		15.5		25		5.5		1
599148		STAMPPOT BLOEMK BROCCOLI BAL		0370 Maaltijden		500		GR										
403792		KRIJTJES		0163 Drop verpakt		250		GR		251		19		11		2.5		1
300265		LANGE VINGERS		0150 Biskwie		175		GR		205		10		4		26		1
318362		LANGE VINGERS		0150 Biskwie		400		GR										4
307445		GROTE BOKKENPOTEN		0157 Luxe Banket toefzakken		4		ST										2
318408		ZACHTE ZOETE DROP		0163 Drop verpakt		450		GR		459		15		3		22		1
310905		CLOWNTJESDROP ZOET		0163 Drop verpakt		400		GR		408		14		2.5		21		1
594833		CRANBERRY SAP		0345 Sappen dagvers		1000		ML		1095		7.5		7.5		21.5		1
