id		description		product_type		netto_content		unit_of_measure		brutto_weight		length		depth		height		assortm_code
793249		BRANDNETEL CITROENGRAS 20  X 1		0132 Reform		35		GR										2
736517		RODE BIETENSAP		0132 Reform		750		ML		1126		7.5		7.5		25.5		1
736527		WORTELSAP		0132 Reform		750		ML		1125		7.5		7.5		25.5		1
736867		OPLOSTHEE 20-KRUIDENDRANK		0132 Reform		200		GR		248		8		8		14.5		1
736347		BLOEDWIJN		0132 Reform		750		ML		1225		8		8		29		1
797110		JUICY RED		0205 Premix en aperitief		500		ML		936		6.5		6.5		27.5		1
397336		KRUIDENAZIJN		0041 Azijn & dressing		1000		ML										4
318133		APPELAZIJN 5%		0041 Azijn & dressing		250		ML		468		5.5		5.5		20		1
318134		BALSAMICO AZIJN ROOD 6%		0041 Azijn & dressing		250		ML		487		5.5		5.5		20		1
318135		BALSAMICO AZIJN WIT 6%		0041 Azijn & dressing		250		ML		488		5.5		5.5		20		1
318136		RODE WIJNAZIJN 6%		0041 Azijn & dressing		250		ML		471		5.5		5.5		20		1
318148		WITTE WIJNAZIJN 6%		0041 Azijn & dressing		250		ML		470		5.5		5.5		20		1
310484		NATUURAZIJN GEEL		0041 Azijn & dressing		1000		ML		1040		7		7		25		1
892497		INMAAKAZIJN		0041 Azijn & dressing		1000		ML										4
859147		NATUUR AZIJN WIT		0041 Azijn & dressing		1500		ML										4
393164		SCHOONMAAKAZIJN		0244 Reinigings- & poetsmid.		1000		ML		1011		8		8		25.5		1
300205		RUNDVLEESRAGOUT		0101 Vleesconserven & ragouts		400		GR		470		7.5		7.5		11		1
493405		CHAMPIGNONRAGOUT		0101 Vleesconserven & ragouts		400		GR		442		7.5		7.5		11		1
493417		KIPPENRAGOUT		0101 Vleesconserven & ragouts		400		GR		446		7.5		7.5		11		1
493410		KALFSRAGOUT		0101 Vleesconserven & ragouts		400		GR		441		7.5		7.5		11		1
396513		BRUINE BONEN 1/3		0111 Groenten in glas		360		GR		541		8.5		8.5		10.5		1
396983		SPERZIEB. GEBR. 1/3		0111 Groenten in glas		340		GR		528		8.5		8.5		10.5		1
396985		WORTELEN EF 1/3		0111 Groenten in glas		370		GR		529		8.5		8.5		10.5		1
396990		DOPERWT/WORTEL EF 1/3		0111 Groenten in glas		340		GR		530		8		8		10		1
396992		DOPERWTEN EF 1/3		0111 Groenten in glas		350		GR		531		8		8		10		1
397605		RODE BIETEN 3/4		0111 Groenten in glas		680		GR		973		10		10		13		1
397974		RODE KOOL MET APPEL 1/3		0111 Groenten in glas		340		GR		520		8.5		8.5		10.5		1
397081		RODE BIETEN 1/3		0111 Groenten in glas		340		GR		530		8.5		8.5		10.5		1
307338		DOPERWTEN EF 1/3		0111 Groenten in glas		350		GR										2
307339		DOPERWT/WORTEL EF 1/3		0111 Groenten in glas		340		GR										2
307330		MA¤S 1/3		0111 Groenten in glas		340		GR										2
301161		WITTE BONEN 1/3.		0111 Groenten in glas		370		GR		538		8.5		8.5		10.5		1
307326		APPELMOES EXTRA KWALITEIT 1/3		0113 Appelmoes		360		GR		533		8.5		8.5		10.5		1
396365		SNIJBONEN 1/4		0110 Groenten in blik		200		GR		200		7		7		7.5		1
396366		KAPUCIJNERS 1/4		0110 Groenten in blik		200		GR		225		7		7		7.5		1
396378		MAC.DE LEGUMES 1/4		0110 Groenten in blik		200		GR		222		7		7		7		1
398110		MAIS CRISPY 1/2		0110 Groenten in blik		340		GR		399		8.5		8.5		8.5		1
391921		CRISPY MAIS 1/4		0110 Groenten in blik		150		GR		200		7		7		7.5		1
318880		VELDERWTJES 1/4		0110 Groenten in blik		212		ML		186		7		7		7.5		1
318881		KIKKERERWTEN 1/4		0110 Groenten in blik		212		ML										2
318882		LINZEN 1/4		0110 Groenten in blik		212		ML										2
493453		MAISKORRELS ZOET 1/2		0110 Groenten in blik		340		GR										4
403746		ZWARTE BONEN		0110 Groenten in blik		310		GR										
426457		SPINAZIE 1/4		0110 Groenten in blik		195		GR		216		7		7		7.5		1
489377		FRANSE SPERZIEBOONTJES 1/1		0110 Groenten in blik		800		GR		912		10		10		12		1
643553		MEXICO MELANGE 1/4		0110 Groenten in blik		200		GR		214		7		7		7.5		1
722277		RODE BIETEN SCHIJFJES 1/4		0110 Groenten in blik		200		GR		222		7		7		7.5		1
319061		CHAMPIGNON SCHIJFJES		0111 Groenten in glas		314		ML		459		7		7		12.5		1
302932		ZOENEN		0151 Koekjes		200		GR		263		18		6.5		24		1
319395		MINI CHOCO STROOPWAFELS		0151 Koekjes		210		GR		231		10		7		20		1
319396		MINI CHOCO KARAMELWAFELS		0151 Koekjes		180		GR		218		9.5		8		20		1
307489		SNEEUWWAFELS		0152 Stuksartikelen Koek		6		ST										2
307480		RB BOTERREEPJES		0152 Stuksartikelen Koek		6		ST		291		19		12		2		1
307481		RB HONINGSTROOPWAFELS		0152 Stuksartikelen Koek		10		ST		404		9		9		16		1
319110		STROOPWAFELS		0152 Stuksartikelen Koek		12		ST										4
798327		EXTRA GROTE CHOCO CARAMELWAFEL		0152 Stuksartikelen Koek		180		GR		193		23		10		2		1
822557		EXTRA GR. STROOPWAFELS		0152 Stuksartikelen Koek		320		GR		337		21		10.5		3		1
307484		PONDJE CAKE		0153 Snijkoek cake		500		GR		524		26		8		7		1
310964		RB NATUREL CAKE		0153 Snijkoek cake		450		GR										
310965		RB CHOCOLADE CAKE		0153 Snijkoek cake		450		GR										
307483		RB GEVULDE BOTERKOEKPUNTEN 5 S		0157 Luxe Banket toefzakken		300		GR										2
313404		RB BROSSE STROOPKOEKEN		0157 Luxe Banket toefzakken		10		ST		385		9.5		9		16		1
319093		STROOPWAFEL RB VULLING		0157 Luxe Banket toefzakken		12		ST										2
302335		CROUTONS KRUIDEN		0041 Azijn & dressing		75		GR		80		8.5		5		16		1
403888		SOEPSTENGELS VOLKOREN		0054 Bouillon en ingredienten		125		GR										
403889		SOEPSTENGELS SESAM		0054 Bouillon en ingredienten		125		GR										
039598		CHOCO ECLAIRS		0160 Chocolade en bonbons		250		GR										4
319392		MICROWAVE POPCORN ZOUT		0171 Zoute biskwie		300		GR		364		11		5.5		16.5		1
303419		DUREX NATURAL		0304-Genees-&verbandmiddel		12		ST										1
301421		BISOLVON ELIXER FORTE 8MG/5ML		0304-Genees-&verbandmiddel		200		ML										4
301422		BISOLVON ELIXER KIND		0304-Genees-&verbandmiddel		125		ML										4
301424		BROOMHEXINE 8 MG DRANK		0304-Genees-&verbandmiddel		150		ML										4
301425		BROOMHEXINE 4 MG DRANK		0304-Genees-&verbandmiddel		150		ML										4
301426		BROOMHEXINE 8 MG TABLET		0304-Genees-&verbandmiddel		30		ST										4
301438		SIROOP THIJM+ECHINAC		0304-Genees-&verbandmiddel		250		ML										4
301439		SIROOP DENNEN/HONING		0304-Genees-&verbandmiddel		250		ML										4
301433		STREPSILS SINAASAPPEL & VIT C		0304-Genees-&verbandmiddel		24		ST										4
301435		VSM RINILEEN NEUSSPRAY		0304-Genees-&verbandmiddel		20		ML										4
301448		OTRIV BABY&KIND EXTRA CARE		0304-Genees-&verbandmiddel		20		ML										4
301449		NEUSSPRAY BABY/KIND		0304-Genees-&verbandmiddel		15		ML										4
301440		LUUF VERKOUDH BALS. BABY		0304-Genees-&verbandmiddel		30		GR										4
301442		RHINO CAPS INHALATIECAPSULES		0304-Genees-&verbandmiddel		16		ST										4
301444		VOGEL ECHINAFORCE TABLET		0304-Genees-&verbandmiddel		80		ST										4
301459		ALLERF ANTI HOOIKOORTS TAB		0304-Genees-&verbandmiddel		7		ST										4
301450		REACTINE CETIRIZINE 10 MG		0304-Genees-&verbandmiddel		7		ST										4
301468		FINIM C BRUISTABLETTEN		0304-Genees-&verbandmiddel		10		ST										4
301460		PARACETAMOL 500 MG		0304-Genees-&verbandmiddel		20		ST										1
301461		PARACETAMOL ZETPIL 500MG		0304-Genees-&verbandmiddel		10		ST										4
301462		PARACETAMOL ZETPIL 120MG		0304-Genees-&verbandmiddel		10		ST										4
301463		PARACETAMOL ZETPIL 240MG		0304-Genees-&verbandmiddel		10		ST										4
301464		FINIM TABLETTEN VOLW.		0304-Genees-&verbandmiddel		20		ST										4
301466		PARACETAMOL+COFFE¤NE 500 MG		0304-Genees-&verbandmiddel		20		ST										1
301589		MIDALGAN WARM TUBE		0304-Genees-&verbandmiddel		60		GR										4
301580		STERILON APPLICATIEVLOEIST.		0304-Genees-&verbandmiddel		15		ML										4
301599		KOORTSLIPCREME ACICLOVIR		0304-Genees-&verbandmiddel		2		GR										4
301593		LEIDA VALERIAAN 45 MG TAB.		0304-Genees-&verbandmiddel		50		ST										4
301594		LEIDA VALERIAAN 125 MG		0304-Genees-&verbandmiddel		50		ML										4
301595		RENNIE MAAGTABLETTEN		0304-Genees-&verbandmiddel		24		ST										4
301596		RENNIE MAAGTABLETTEN		0304-Genees-&verbandmiddel		48		ST										4
301509		IMODIUM CAPSULES		0304-Genees-&verbandmiddel		10		ST										4
301500		DIARREEREMMER LOPERAMIDE		0304-Genees-&verbandmiddel		10		ST										4
301553		WAPITI DARMFUNCTIE DRAGEES		0304-Genees-&verbandmiddel		60		ST										4
301568		PREDICTOR ZWANGERSCHAP		0304-Genees-&verbandmiddel		1		ST										4
301578		ZWANGERSCHAPTEST		0304-Genees-&verbandmiddel		1		ST										4
301579		ROTER VITAMINE C CITROEN		0304-Genees-&verbandmiddel		400		ST										4
301571		DAGRAV TOTAAL		0304-Genees-&verbandmiddel		100		ST										4
301688		SUPRAD COMPLEX FORTE TBL		0304-Genees-&verbandmiddel		35		ST										4
301689		SUPRAD COMPLEX FORTE		0304-Genees-&verbandmiddel		15		ST										4
301685		DAVITA AQUOSUM		0304-Genees-&verbandmiddel		25		ML										4
301698		DAVITA JUNIOR KAUW FRAMB		0304-Genees-&verbandmiddel		60		ST										4
301699		DAVITA COMPLEET DRAGEES		0304-Genees-&verbandmiddel		100		ST										4
319145		VSM NISYLEEN NEUSSPRAY		0304-Genees-&verbandmiddel		20		ML										4
329289		DUREX TOPSAFE		0304-Genees-&verbandmiddel		3		ST										1
388511		OROCLEAN OORDRUPPELS		0304-Genees-&verbandmiddel		10		ML										4
793375		*LENSVLOEISTOF HARD ALL IN 1		0304-Genees-&verbandmiddel		240		ML										2
794438		*LENSVLOEISTOF ZACHT ALL IN 1		0304-Genees-&verbandmiddel		240		ML										2
799672		FENISTIL WONDGEL		0304-Genees-&verbandmiddel		50		GR										4
799918		BISOLVON DRUPPELS KIND 2 MG		0304-Genees-&verbandmiddel		40		ML										4
799919		DARO THIJMSIROOP SV		0304-Genees-&verbandmiddel		200		ML										4
799910		VICKS INHALER BLISTER		0304-Genees-&verbandmiddel		1		ST										4
799911		HOT COLDREX SACHETS		0304-Genees-&verbandmiddel		10		ST										4
799912		BISOLVIRAL ANTIVIRUS SPRAY		0304-Genees-&verbandmiddel		10		ML										4
799913		CITROSAN SACHETS		0304-Genees-&verbandmiddel		10		ST										4
799914		HERRIESTOPPERS CLASSIC OORDOPP		0304-Genees-&verbandmiddel		5		ST										4
799915		AZARON STICK		0304-Genees-&verbandmiddel		6		GR										4
799916		AFTER BITE DOSEERPEN		0304-Genees-&verbandmiddel		14		ML										4
799927		LEIDA MAAGTABLET PEPERMUNT KAU		0304-Genees-&verbandmiddel		48		ST										4
799928		IMODIUM SMELT 2 MG		0304-Genees-&verbandmiddel		10		ST										4
799929		SWAAB AAMBEIENDOEKJES		0304-Genees-&verbandmiddel		25		ST										4
799920		NICOTINELL ZUIGTABLET 1MG MINT		0304-Genees-&verbandmiddel		36		ST										4
799921		EVASIN FOLIUMZUUR 0,4 MG		0304-Genees-&verbandmiddel		28		ST										4
799922		BEPANTHEN BABYZALF		0304-Genees-&verbandmiddel		30		GR										4
799923		BEPANTHEN CREME		0304-Genees-&verbandmiddel		30		GR										4
799924		ZOVIRAX KOORTSLIPCREME TUBE		0304-Genees-&verbandmiddel		2		GR										4
799925		MULTIVITAMINE BRUIS		0304-Genees-&verbandmiddel		20		ST										4
799926		VITAMINE C 1000 MG BRUIS		0304-Genees-&verbandmiddel		20		ST										4
799937		DAVITA JUNIOR 1+ AARDBEI KAUW		0304-Genees-&verbandmiddel		60		ST										4
799938		VOGEL ECHINAFORCE HOTDRINK		0304-Genees-&verbandmiddel		100		ML										4
799939		COMPEED BLARENPLEISTER MEDIUM		0304-Genees-&verbandmiddel		5		ST										4
799930		FORMULE W WRATTENPEN		0304-Genees-&verbandmiddel		1		ST										4
799931		LAMISIL CREME 1%		0304-Genees-&verbandmiddel		15		GR										4
799932		VSM ARNIFLOR ZALF EERSTE HULP		0304-Genees-&verbandmiddel		75		GR										4
799933		STAR BALM POTJE ROOD		0304-Genees-&verbandmiddel		25		GR										4
943632		DAVITA KAUW ENERGIE BOSVRUCHT.		0304-Genees-&verbandmiddel		30		ST										4
943862		GAVISCOM KAUWTABLET PEPERMUNT		0304-Genees-&verbandmiddel		16		ST										4
943865		HOOIKOORTSTABLET LORATIDINE		0304-Genees-&verbandmiddel		10		ST										4
943877		UNIPHARMA SIROOP VLIERBESSEN		0304-Genees-&verbandmiddel		200		ML										4
943313		ADVIL LIQUID CAPS 200 MG		0304-Genees-&verbandmiddel		10		ST										4
943314		KINDERPARACETEMOL 100MG		0304-Genees-&verbandmiddel		10		ST										4
943327		STREPSILS CITROEN & HONING		0304-Genees-&verbandmiddel		24		ST										4
944422		OTRIV SPRAY ZOUTOPLOSSING VOLW		0304-Genees-&verbandmiddel		15		ML										4
944526		IBUPROFEN 200 MG		0304-Genees-&verbandmiddel		10		ST										1
944537		SUDOCREME LUIERUITSLAG		0304-Genees-&verbandmiddel		125		GR										4
944760		NICOTINELL GUM COATED 2MG MINT		0304-Genees-&verbandmiddel		48		ST										4
944889		OPTREX FRESH EYES OOGDRUPPELS		0304-Genees-&verbandmiddel		10		ML										4
945450		STREPSILS COOL		0304-Genees-&verbandmiddel		16		ST										4
945451		NUROFEN DRAGEES 200 MG		0304-Genees-&verbandmiddel		12		ST										4
945452		NUROFEN SMELTTABLET LEMON 200		0304-Genees-&verbandmiddel		12		ST										4
945453		THERMOMETER DIGITAAL		0304-Genees-&verbandmiddel		1		ST										4
945998		DAVITAMON B COMPLEX FORTE		0304-Genees-&verbandmiddel		100		ST										4
945999		DIACURE TABLETTEN		0304-Genees-&verbandmiddel		8		ST										4
945992		NYDA TEGEN LUIZEN EN NETEN		0304-Genees-&verbandmiddel		50		ML										4
945164		JAICO MUGGENMELKROLLER		0304-Genees-&verbandmiddel		50		ML										4
945166		MERCU PLEISTERS FAMILIE		0304-Genees-&verbandmiddel		50		ST										4
945177		MERCU PLEISTERS HYDR BLAREN		0304-Genees-&verbandmiddel		6		ST										4
945178		MERCU PLEISTERS HYDR LIKDOORNS		0304-Genees-&verbandmiddel		8		ST										4
945179		MERCU PLEISTERS BLAREN		0304-Genees-&verbandmiddel		10		ST										4
945170		MERCU PLEISTERS TEXTIEL ECONOM		0304-Genees-&verbandmiddel		10		ST										4
945171		MERCU PLEISTERS VINGER		0304-Genees-&verbandmiddel		12		ST										4
945172		MERCU PLEISTERS ZILVER TECHNL		0304-Genees-&verbandmiddel		30		ST										4
945175		TANTUM EXTRA WARME LOTION		0304-Genees-&verbandmiddel		100		ML										4
945176		THERMACARE RUGLOTION		0304-Genees-&verbandmiddel		2		ST										4
945218		FAIRE ROMANCE CONDOOMS		0304-Genees-&verbandmiddel		12		ST										4
945276		VSW ARNIFLOR GEL TUBE		0304-Genees-&verbandmiddel		75		GR										4
947870		OTRIVIN ZOUTOPLOSSING EUCALYPT		0304-Genees-&verbandmiddel		20		ML										
172207		PEPPER SAUCE		0045 Natte sauzen koud		57		ML		156		4.5		4.5		14.5		1
640847		SALZLETTS STCIKS		0170 Chips & sticks		150		GR										4
794571		ORANGE		0190 Frisdranken groot		1500		ML										2
343834		MULTIVITAMINE 17 + 4		0191 Vruchtensappen groot		1500		ML										4
616317		SPAARZEGELS PER ROL		0690 Verkoop zegels		1		ST										
297177		DIVERSEN SLIJTERIJ		9115 Diversen slijterij		1		ST										4
293428		WAARDECHEQUE 2,50		9994 Thema akties		1		ST										
349110		MERLOT		0200 Wijnen rood		750		ML										2
349276		CARMENERE		0200 Wijnen rood		750		ML										
794364		CABERNET SAUVIGNON		0200 Wijnen rood		750		ML		1117		8		8		30		1
343342		CHARDONNAY		0201 Wijnen wit		750		ML										2
794363		SAUVIGNON BLANC		0201 Wijnen wit		750		ML										2
794362		CABERNET MERLOT ROS╔		0202 Wijnen rose		750		ML										2
349794		PEAR FRIZINI		0203 Wijnen mousserend		750		ML		1406		8.5		8.5		34.5		1
349795		MANGO  FRIZINI		0203 Wijnen mousserend		750		ML		1400		8.5		8.5		34.5		1
304208		PANNENKOEK GEZOET		0370 Maaltijden		8		ST										2
304200		PANNENKOEK NATUREL		0370 Maaltijden		8		ST		606		22		22		3		1
304201		POFFERTJES		0370 Maaltijden		415		GR		426		16		10		18		1
597679		POFFERTJES 36 ST		0370 Maaltijden		340		GR		328		13		23		5.5		1
597949		PANNENKOEKEN NATUREL		0370 Maaltijden		620		GR		537		22.5		22.5		3		1
139104		ROTI MIX KRUIDEN		0454 Brood seizoen		400		GR										4
398979		KANEELBOL		0454 Brood seizoen		50		GR										4
398972		BERLINERBOL		0454 Brood seizoen		240		GR										4
398973		CHOCOKRAKELING		0454 Brood seizoen		180		GR										4
398975		MACARONIKOEKJES		0454 Brood seizoen		240		GR										4
398080		EKSI KOEKOE PUNT		0454 Brood seizoen		1		ST										4
398082		CREME GEBAKJES		0454 Brood seizoen		150		GR										4
398083		SEIZOENSSCHNITT		0454 Brood seizoen		300		GR										4
398084		SURINAAMS GEBAK		0454 Brood seizoen		600		GR										4
398086		VIADOE KLEIN		0454 Brood seizoen		450		GR										4
398098		EKSI KLEIN		0454 Brood seizoen		1		ST										4
398091		MINI BARA		0454 Brood seizoen		600		GR										4
398092		BARA GROOT		0454 Brood seizoen		300		GR										4
398096		EKSIMIX		0454 Brood seizoen		150		GR										4
398008		BARAMIX		0454 Brood seizoen		400		GR										4
398009		PHOELAWRIEMIX		0454 Brood seizoen		400		GR										4
339297		MAIZENAKOEKJES		0454 Brood seizoen		150		GR										4
358083		MOCCASCHNITT		0454 Brood seizoen		300		GR										4
443747		VRUCHTENBROOD		0454 Brood seizoen		750		GR										4
443758		KOKOSBOL		0454 Brood seizoen		50		GR										4
444259		BARAMIX SPINAZIE		0454 Brood seizoen		400		GR										4
593104		ROTI MIX		0454 Brood seizoen		400		GR										4
595555		ROTI PLATEN		0454 Brood seizoen		3		ST										4
596952		SURINAAMS KERSTBROOD		0454 Brood seizoen		600		GR										4
543811		EKSI CHOCOMIX		0454 Brood seizoen		1		ST										4
797863		ALLESREINIGER RODE BLOEMEN		0244 Reinigings- & poetsmid.		1000		ML		1061		12		4.5		28		1
797877		GEL 2 IN 1 ALLESREINIGER&CHLO.		0244 Reinigings- & poetsmid.		1000		ML		1110		12		5		28		1
797256		ALLESREINIGER EUCALYPTUS		0244 Reinigings- & poetsmid.		1000		ML		1061		12		4.5		28		1
798818		SHOWER POWER		0244 Reinigings- & poetsmid.		750		ML										2
798038		ALLESREINIGER FRIS		0244 Reinigings- & poetsmid.		1000		ML		1062		12		4.5		28		1
798039		ALLESREINIGER LIMOEN		0244 Reinigings- & poetsmid.		1000		ML		1063		12		4.5		28		1
287837		HANDZEEP HYGIENE PLUS POMP		0301-Toiletzeep, douche & bad		300		ML										2
399025		HANDZEEP VERZORGEND POMP		0301-Toiletzeep, douche & bad		300		ML		342		10		4.5		14.5		1
318398		HANDZEEP KEUKEN POMP		0301-Toiletzeep, douche & bad		300		ML										2
798536		HANDZEEP BALANCE POMP		0301-Toiletzeep, douche & bad		250		ML		303		7.5		4.5		16.5		1
798894		DOUCHEGEL AROMA THERAPY SENSUA		0301-Toiletzeep, douche & bad		250		ML										2
798895		DOUCHEGEL AROMA THERAPY RELAX		0301-Toiletzeep, douche & bad		250		ML		288		7		3.5		18.5		1
798896		BATH FOAM AROMA RELAX		0301-Toiletzeep, douche & bad		500		ML		560		8.5		3.5		23		1
798807		NATURALS BAD&DOUCHE AMANDEL		0301-Toiletzeep, douche & bad		500		ML		571		8.5		3.5		23		1
799471		HANDZEEP ULTRA POMP		0301-Toiletzeep, douche & bad		250		ML										2
799698		DOUCHEMELK NATURALS AMANDEL		0301-Toiletzeep, douche & bad		250		ML										2
799974		DOUCHEGEL DERMO SENSITIVE		0301-Toiletzeep, douche & bad		500		ML		578		8.5		4.5		20		1
799975		DOUCHEGEL DERMO PROTECTOR		0301-Toiletzeep, douche & bad		500		ML		573		8.5		4.5		20		1
799976		DOUCHEGEL DERMO HYDRATE		0301-Toiletzeep, douche & bad		500		ML										2
799162		HANDZEEP NATUR MOISTURE CAR OL		0301-Toiletzeep, douche & bad		4		ST										
091777		ZEEP BALANCE		0301-Toiletzeep, douche & bad		180		GR		190		11		3		9		1
799859		DEOROLLER DERMO SENSITIVE		0303-Deodorant		50		ML		81		4.5		4.5		10.5		2
799850		DEOROLLER DERMO EXTRA CONTROL		0303-Deodorant		50		ML		82		4.5		4.5		10.5		2
799851		DEOSPRAY FM ACTIVE CONTROL		0303-Deodorant		200		ML		167		5		5		18.5		2
796788		TP CARIES PROTECTION		0306-Mondverzorging		75		ML		121		5.5		3.5		14.5		1
796789		TP BLUE FRESH GEL		0306-Mondverzorging		75		ML		111		5.5		3.5		14.5		1
797544		TP MAX WHITE		0306-Mondverzorging		75		ML										2
798802		TP SENSITIVE PROFESSIONAL		0306-Mondverzorging		75		ML		136		5		4		17.5		1
799795		TP MAX WHITE ONE		0306-Mondverzorging		75		ML										2
743437		TP ANTI-CARIES		0306-Mondverzorging		75		ML		105		5.5		3.5		15.5		1
743439		TP JUNIOR		0306-Mondverzorging		75		ML		102		5.5		3.5		15.5		1
743430		TP PEUTER		0306-Mondverzorging		75		ML		106		5.5		3.5		15.5		1
743433		TP TOTAL ORIGINAL		0306-Mondverzorging		75		ML										2
799978		CR╔MESPOELING EXTRA VOEDEND		0307 Shampoo - Conditioner		350		ML										2
799979		CR╔MESPOELING ANTI KLIT		0307 Shampoo - Conditioner		350		ML		372		8		3.5		21		1
799970		SHAMPOO ANTI ROOS		0307 Shampoo - Conditioner		350		ML										2
799971		SHAMPOO ELKE DAG		0307 Shampoo - Conditioner		350		ML		404		8		3.5		21		1
799972		SHAMPOO ZIJDE GLANS		0307 Shampoo - Conditioner		350		ML		405		8		3.5		21		1
799973		SHAMPOO FRIS  VITAAL		0307 Shampoo - Conditioner		350		ML		403		8		3.5		21		1
396745		CRACOTTES VOLKOREN		0071 Broodvervangers		250		GR		301		17		6.5		25.5		1
319239		BELVITA BREAKFAST MELK GRANEN		0071 Broodvervangers		300		GR		343		10		5.5		20.5		1
319230		BELVITA BREAKFAST YOGHURT AARD		0071 Broodvervangers		300		GR		297		22.5		3.5		12.5		1
403985		BELVITA BREAKFAST HONING HAZEL		0071 Broodvervangers		300		GR										
653910		ONTBIJTCRACKER VOLTARWE		0071 Broodvervangers		200		GR		241		11.5		5		22		1
663857		CRACOTTES VITAL		0071 Broodvervangers		250		GR										2
715077		CRACOTTES NATUREL		0071 Broodvervangers		250		GR		314		17		6.5		25.5		1
747517		ONTBIJTCRACKER VOLKOREN		0071 Broodvervangers		200		GR		249		11.5		5		22		1
390685		BISCUITS  EERSTE STAP		0143 Baby- EN kindervoeding		175		GR		209		22		5.5		10		1
076047		BISCUITS  TWEEDE STAP		0143 Baby- EN kindervoeding		175		GR		216		22		5.5		10		1
076057		BISCUITS DERDE STAP		0143 Baby- EN kindervoeding		175		GR		226		22		5.5		10		1
313521		TIME OUT KOEK CHOCOLADE		0151 Koekjes		184		GR		217		10.5		195		6		1
318730		MILK CHOC		0151 Koekjes		246		GR		278		18		4		12.5		1
318731		WHITE CHOC		0151 Koekjes		246		GR		280		18		4		12.5		1
319481		CHOCOWAFER		0151 Koekjes		180		GR		199		21.5		7.5		3		1
319482		CHOCOWAFER WIT		0151 Koekjes		180		GR		160		24		8		3		1
403691		TIME OUT CHOCOLADE		0151 Koekjes		244		GR		251		14		6		6		1
403692		TIME OUT NATUREL		0151 Koekjes		215		GR		234		4		6		6		1
403982		BASTOGNE KOEK		0151 Koekjes		260		GR										
306352		TIME OUT NATUREL		0155 Tussendoortjes		171		GR										1
306355		MILKBREAK MELK		0155 Tussendoortjes		245		GR										4
306368		MILKBREAK MELK/AARDBEI		0155 Tussendoortjes		245		GR										1
309755		TIME OUT CHOCO		0155 Tussendoortjes		195		GR										1
309756		EVERGREEN CRUNCHY MUESLI ROZIJ		0155 Tussendoortjes		225		GR		270		21.5		5		9.5		1
309768		EVERGREEN CRUNCHY PEER		0155 Tussendoortjes		225		GR										2
318733		TIME OUT SPECULAAS		0155 Tussendoortjes		171		GR		195		22.5		4		10.5		1
403716		EVERGREEN KRENTEN		0155 Tussendoortjes		225		GR										1
403728		EVERGREEN APPEL		0155 Tussendoortjes		250		GR										1
403984		EVERGREEN BOSVRUCHTEN		0155 Tussendoortjes		250		GR										
305228		PRINCE FOURRE VANILLE		0156 KInderkoekjes		330		GR										2
308170		PRINCE MINI STARS B&W		0156 KInderkoekjes		150		GR		176		16		4.5		9		1
309754		PRINCE CAKE&CHOC		0156 KInderkoekjes		150		GR		177		21.5		3.5		9.5		1
302723		ROLLPACK		0156 KInderkoekjes		154		GR		155		20		4.5		4.5		1
319252		CHOCO PRINCE		0156 KInderkoekjes		171		GR		182		9		7		9		1
403998		ORIGINAL		0156 KInderkoekjes		220		GR										
663522		PRINCE START		0156 KInderkoekjes		300		ST		336		10.5		5.5		20.5		1
760707		PRINCE MINI STARS		0156 KInderkoekjes		150		GR		176		16		4.5		9		1
302689		CHOKOTOFF PUUR		0160 Chocolade en bonbons		250		GR		264		20		17		3		1
300603		STRAWBERRY SPLASH		0165 Kauwgom		1		ST										4
300045		FRESHZONE PEPPERMINT		0165 Kauwgom		59		GR		82		19		9		2		1
300046		FRESHZONE SPEARMINT		0165 Kauwgom		59		GR										2
301015		ICE INTENSE MINT		0165 Kauwgom		85		GR		94		21		9		2		1
301316		STRAWBERRY		0165 Kauwgom		152		GR		169		16		10.5		2		1
302282		ORIGINAL SF		0165 Kauwgom		72		GR		73		7.5		1.5		15		1
302283		FRESH MINT		0165 Kauwgom		72		GR		75		7		1.5		15.5		1
318492		ICE PEPPERMINT		0165 Kauwgom		70		GR		94		21		9		2		1
318494		SENSES TROPICAL TWIST		0165 Kauwgom		27		GR										4
318495		ICE INTENS MINT		0165 Kauwgom		17		GR										4
393911		BONBONBLOC WIT		0167 Repen en tabletten		200		GR		214		19		9.5		1.5		1
309545		CARAMEL		0167 Repen en tabletten		100		GR		101		19		7.5		1		1
300729		BONBONBLOC MELK		0167 Repen en tabletten		200		GR		221		19		9.5		1.5		1
302653		MILKA & DAIM CARAMEL CRUNCH		0167 Repen en tabletten		100		GR		103		19		7.5		1		1
318402		CHOCO SWING BISCUIT		0167 Repen en tabletten		100		GR		105		16		6.5		1.5		1
318095		BONBONBLOC PUUR		0167 Repen en tabletten		200		GR		218		19		9.5		1.5		1
319822		TABLET CHOCOLADE MILKA & OREO		0167 Repen en tabletten		100		GR		103		19		7.5		1		1
319059		LUFLEE BUBBLY		0167 Repen en tabletten		100		GR		104		19		7.5		1.5		1
319163		CHOCOLADE REEP ADVOKAAT		0167 Repen en tabletten		142		GR										2
378997		REEP GEEL		0167 Repen en tabletten		100		GR		107		21		3		3		1
378957		TABLET ALPENMELK		0167 Repen en tabletten		100		GR		102		19		7.5		1		1
403718		MILKA TABLET CHOCO OREO		0167 Repen en tabletten		300		GR										2
403983		CHOCOSPLASH		0167 Repen en tabletten		90		GR										
