sku		weight		length		depth		height 		trade_unit_ean		location		consumer_units_in_trade_unit
310906		1.066		390		290		230		1077044265646645		3901		12
310918		7.4		400		200		170		1079334641575675		06-002		18
310918		5		300		200		170		1077044265640254		06-002		12
310919		7.4		400		200		170		1079334641575675		06-002		18
310919		7.4		290		200		170		1077044265640377		06-002		12
310910		2.9		294		294		122		1077044265624513		06-002		12
310911		6.2		270		270		130		1077046498447990		99		12
310911		3.1		270		130		130		1077046498447266		99		6
310912		4.1		184		264		120		1077046498446542		99		6
310913		4.1		184		264		120		1077046498446559		99		6
310914		3.2		270		190		80		1015445886136476		99		6
310915		3.8		230		150		130		1077924445486684		99		6
310916		1.2		410		150		160		1077924445580702		99		12
310928		8.2		360		200		110		1077046498447600		99		12
310929		1.5		210		220		170		1077924445588371		99		12
310920		4.2		300		210		150		1074238994504328		99		20
310920		3.7		310		150		145		1074235956529405		99		18
310921		1.6		240		120		100		1074747607575070		99		12
310922		0.8		160		140		160		1077924445466105		99		12
310923		7.1		270		210		240		1079311207555692		99		12
310924		7		480		280		120		1077042867055872		99		12
310925		6.8		420		280		130		1077924445084941		99		12
310926		1.4		200		140		80		1077046498446436		99		6
310938		1.4		200		140		80		1077046498446443		99		6
310939		2.9		210		150		120		1077046498446467		99		6
310930		2.9		210		150		120		1077046498446573		99		6
310931		2.9		210		150		120		1077046498446580		99		6
310932		2.9		210		150		120		1077046498446238		99		6
310933		1.4		200		140		80		1077046498446597		99		6
310934		1.4		200		140		80		1077046498446504		99		6
310935		1.4		200		140		80		1077046498446511		99		6
310936		1.4		200		140		80		1077046498446528		99		6
310948		1.1		250		200		190		1077046498446535		99		8
310949		1.5		200		140		80		1077046498447785		99		6
310940		5.7		230		310		110		1077046498446429		99		13
310941		10		240		400		160		1077046498447693		99		12
310942		7		210		140		230		1074348053645234		99		12
310943		7		210		140		230		1074348053645333		99		12
310944		7		210		140		230		1074348053646934		99		12
310945		7		210		140		230		1074348053646606		99		12
310946		7		210		140		230		1074348053646736		99		12
310958		7		210		140		230		1074353329622789		99		12
310959		6		200		320		170		1073045017105636		99		15
310950		6		200		320		170		1073045017105650		99		15
310951		6		200		320		170		1073045017105643		99		15
310952		6		200		320		170		1073045017105629		99		15
310954		3		180		180		120		1074231142572026		99		4
310954		3		170		170		100		1074235415475021		99		4
310955		2		190		210		900		1074235129883198		99		20
310956		6.1		270		190		140		1077046498475276		99		6
310968		4.9		290		180		240		1074234518579964		99		12
310969		11.3		490		360		850		1074231140395740		99		25
310960		1.8		350		260		380		1074235237577675		99		12
310961		0.9		290		220		90		1074234937570405		99		5
310962		4.8		400		130		140		1079373641505312		99		12
310963		4.8		400		130		140		1079373641505329		99		12
310964		4.83		256		321		172		1077044265643545		06-002		10
310965		4.83		256		321		172		1077044265643507		06-002		10
310970		2		198		298		265		1077057041247400		06-002		12
310971		2		198		298		265		1077057041247424		06-002		12
310972		2		198		298		265		1077057041247462		06-002		12
310974		2.7		60		140		210		1077044265622038		06-002		6
310975		2.7		60		140		210		1077044265622090		06-002		6
310088		2.7		60		140		210		1077044265622014		06-002		6
310280		5.5		395		295		150		1077041544725923		06-002		12
312497		0		0		0		0		1077041819285688		99		1
312407		0		0		0		0		1077041819285695		99		1
312417		0		0		0		0		1077044912577674		99		1
312427		0		0		0		0		1077044912577773		99		1
312437		0		0		0		0		1077044912577780		99		1
312431		0		0		0		0		1077044912577681		99		1
312432		0		0		0		0		1077044912579685		99		1
312457		0		0		0		0		1077044912579678		99		1
312467		0		0		0		0		1077044912579777		99		1
325337		0		0		0		0		1079334641575675		99		1
325347		0		0		0		0		1079334641575675		99		1
326638		0		0		0		0		1077044597962772		99		20
326632		14		400		300		250		1074744324575789		0066		1
326634		17.755		400		300		250		1073334497729976		0071		4
326640		12.65		205		300		262		1077044265627576		06-002		12
326641		12.65		290		205		260		1077044265627514		0073		12
326641		1		70		70		254		1077044265627507		0073		1
326642		12.65		300		200		262		1077044265627590		0082		12
326642		1		70		70		254		1077044265627583		0082		1
326643		12.65		300		205		260		1077044265627538		0088		12
326643		1		70		70		254		1077044265627521		0088		1
326644		8		196		196		335		1079334641575675		1202		4
326644		12		295		195		340		1074744654683789		1202		6
326651		2.434		155		383		149		1077044265614637		1607		10
326651		0.2		76		76		142		1077044265614620		1607		1
326652		3.2		240		230		200		1077337051486489		1612		6
326652		0.5		75		101		180		1077337051886715		1612		1
326653		6.2		258		197		225		1074744654697182		06-002		12
326653		6.2		258		197		225		1074744654697052		06-002		1
326655		6.7		320		215		138		1078336031784255		0711		24
326655		0.25		51		51		135		1078336031784224		0711		1
326655		3.8		225		165		135		1078336031798276		0711		12
326662		8.5		305		155		220		1074745729685462		06-002		8
326662		1		78		78		235		1074745729685400		06-002		1
326678		12.81		305		200		250		1077045641880684		0090		8
326679		12.81		300		200		252		1077045641880776		1101		8
326675		12.962		300		200		250		1077044936410254		0301		8
326781		7.5		280		185		318		1077368756667736		06-002		6
327987		8.932		263		404		328		1073333717929530		06-002		20
329057		0		0		0		0		1077044089642984		06-002		6
329057		5.88		310		170		210		1077044089666317		06-002		10
329067		0		0		0		0		1077044089642915		06-002		6
329067		6.17		310		175		215		1077044089666386		06-002		10
329077		0		0		0		0		1077044089642922		06-002		6
329077		6.17		310		180		210		1077044089666324		06-002		10
329289		0		0		0		0		1074344873432047		99		1
320515		2.7		170		305		74		1074334873414655		0516		12
320726		6.36		271		356		123		1077044265657351		06-002		12
321227		3.528		600		400		70		1077044018594650		0602		12
321227		0		0		0		0		1077044018463574		0602		12
321237		3.528		600		400		70		1077044018594667		0604		12
321237		0		0		0		0		1077044018463581		0604		12
321257		3.528		600		400		70		1077044018594773		0612		12
321257		0		0		0		0		1077044018463598		0612		12
322507		0		0		0		0		1077044010894284		0719		10
322507		2.7		178		185		180		1077044007712119		0719		6
333547		0		0		0		0		1077044029918896		0311		15
333557		0		0		0		0		1077044029018893		1305		15
333567		0		0		0		0		1077044029118890		1404		15
333577		0		0		0		0		1077044029218897		2204		15
333577		0		0		0		0		1079334641575675		2204		20
333697		0		0		0		0		1077044029408892		0212		15
333607		0		0		0		0		1077045119538291		ADM		6
333928		8.3		288		188		153		1077044078598339		06-002		8
333928		8.3		295		190		155		1077044078598292		06-002		8
334897		3		290		238		201		1077044149657040		06-002		15
338847		5.8		240		393		166		1077044190879293		29-201		12
338927		5.1		300		210		220		1077044190227810		49-203		24
338947		6.9		330		220		130		1077044103630867		2012		24
338008		0.67		165		100		215		1073332060511119		1209		28
339988		16		300		400		260		1074744324579831		0073		6
339297		0		150		100		50		1077048225575655		99		1
330027		8.74		410		270		120		1074744324576946		0602		4
331457		0		210		257		257		1073335365384495		99		7
331467		0		210		257		257		1073335365384792		99		7
332937		0		0		0		0		1077044263089253		99		1
332937		0		0		0		0		1077044263470822		99		10
332017		0		0		0		0		1077044263099115		99		1
332017		0		0		0		0		1077044263470082		99		10
332047		0		0		0		0		1077044263175161		99		1
332047		0		0		0		0		1077044263470815		99		10
332157		0		0		0		0		1077044263178339		99		1
332157		0		0		0		0		1077044263470280		99		10
332297		0		0		0		0		1079334641575675		5555		20
332297		0		0		0		0		1077047941295489		5555		15
332297		0		0		0		0		1077044265765667		5555		1
332297		0		0		0		0		1077047941595497		5555		1
332297		8.3		255		325		314		1077044265627569		5555		8
332297		9.001		325		255		314		1077044265534331		5555		6
332298		0		0		0		0		1079334641575675		5555		160
332298		0		0		0		0		1077047941295496		5555		120
332298		0		425		640		1205		1077044265627552		5555		120
332290		0		0		0		0		1077044265638442		1301		160
332290		0		0		0		0		1077044265765681		1301		1
332290		0		0		0		0		1077047941595398		1301		1
332290		13		305		330		245		1077044265545092		1301		12
332290		6.479		159		228		242		1077044265638039		1301		6
332293		0		0		0		0		1077047941288382		ADM		20
332293		0		0		0		0		1077044265765698		ADM		1
332293		13.28		302		237		237		1077044265534454		ADM		12
332293		6.709		159		228		242		1077044265685200		ADM		6
343488		0		0		0		0		1077046498369032		99		12
343482		0		0		0		0		1077046498771279		99		20
343484		11.32		250		310		220		1073045017192087		99		20
343493		0		0		0		0		1077046498368325		99		20
343496		0		0		0		0		1077046498368318		99		24
343408		0		0		0		0		1077046498576867		99		12
343400		1.52		225		177		110		1077047141770120		1605		6
343402		0		0		0		0		1077046498576287		99		12
343403		0		0		0		0		1077046498576379		99		12
343405		0		0		0		0		1077046498784279		99		6
343405		0		0		0		0		1077046498576539		99		6
343406		0		0		0		0		1089361241673033		99		12
343406		0		0		0		0		1079372642745536		99		12
343418		0		0		0		0		1079334641575675		99		50
343418		0		0		0		0		1077046498577932		99		48
343418		0		0		0		0		1077046498777936		99		12
343419		0		0		0		0		1079334641575675		99		25
343419		0		0		0		0		1077046498577963		99		24
343419		0		0		0		0		1089390254672771		99		12
343428		0		0		0		0		1077046498578670		99		12
343420		0		0		0		0		1077046498718618		99		12
343421		0		0		0		0		1077046498405167		99		48
343423		0		0		0		0		1077046498578649		99		24
343426		0		0		0		0		1077046498578724		99		24
343430		0		0		0		0		1077046498578090		99		24
343433		0		0		0		0		1079334641575675		99		12
343433		0		0		0		0		1079947209595659		99		1
343433		0		0		0		0		1077046498578038		99		24
343435		6.24		226		195		225		1079334641575675		06-002		12
343435		6.24		226		195		225		1077046498578113		06-002		12
343435		6.24		190		255		255		1079334641575675		06-002		4
343442		0		0		0		0		1077046498578489		99		6
343443		0		0		0		0		1074353329627203		99		12
343453		0		0		0		0		1077046498579028		99		12
343454		0		0		0		0		1077046498579042		99		12
343455		0		0		0		0		1077046498369766		99		12
343456		0		0		0		0		1077046498369889		99		12
343468		0		0		0		0		1077046498369896		99		12
343466		0		0		0		0		1077046498369940		99		12
343471		0		0		0		0		1077046498369162		99		12
343473		0		0		0		0		1077046498615795		99		6
343582		0		0		0		0		1077046498579059		99		12
343583		0		0		0		0		1077046498579066		99		12
343599		0		0		0		0		1077046498570841		99		13
343592		0		0		0		0		1077926434506083		99		16
343593		0		0		0		0		1077926434507080		99		16
343594		0		0		0		0		1077924445489692		99		15
343596		0		0		0		0		1077924445489883		99		12
343509		0		0		0		0		1077924445489845		99		12
343505		0		0		0		0		1077046498571046		99		12
343510		0		0		0		0		1077924445489685		99		15
343514		0		0		0		0		1077046498571541		99		12
343528		0		0		0		0		1079334641575675		99		12
343528		0		0		0		0		1077046498572630		99		24
343522		0		0		0		0		1079914998803630		99		3
343524		0		0		0		0		1077046498369292		99		10
343533		0		0		0		0		1077046498573118		99		24
343549		0		0		0		0		1077046498574696		99		10
343541		0		0		0		0		1077046498574665		99		12
343542		0		0		0		0		1077046498574726		99		12
343544		0		0		0		0		1077046498574924		99		12
343558		0		0		0		0		1077046498360855		99		30
343559		0		0		0		0		1077046498574474		99		15
343553		3.3		71		71		119		1077046272586921		99		6
343555		3.3		150		230		120		1077046272585955		99		6
343568		3.3		71		71		119		1077046272585641		99		6
343561		3.3		71		71		119		1077046272383841		99		6
343683		1.3		205		205		152		1077046272382066		99		1
343684		6.744		330		220		140		1077044265687969		1802		24
343685		6.7		245		160		260		1089365841921563		3612		6
343686		6.7		250		160		255		1089365841922676		3614		6
343698		6.984		292		216		208		1077047941519974		1901		12
343629		0		0		0		0		1077046185465290		99		6
343726		10		100		50		60		1073391341577862		99		48
343726		10		100		50		60		1073391341577855		99		12
343739		6.537		405		155		125		1077046441074075		06-002		5
343730		3.238		255		380		72		1079334641575675		1101		6
343730		3.238		400		265		75		1073374241587261		1101		4
343732		3.39		310		160		160		1074745729569731		1615		6
343741		1.4		88		88		310		1077045755955711		99		1
343741		8		168		254		310		1077045755255217		99		6
343768		7.928		215		190		290		1077044565759786		06-002		6
343760		4.317		340		250		260		1077045382894339		06-002		8
343763		10.3		575		200		230		1076947674771780		06-002		5
343764		4.15		397		193		285		1073332060516138		06-002		5
343765		2.93		198		183		202		1074222380674771		1827		10
343779		5.57		395		198		145		1076947673864971		06-002		4
343771		0.49		193		113		176		1074222380682356		0709		6
343888		7.4		235		156		306		1006138961868936		06-002		6
343889		7.4		260		180		305		1006138961868073		06-002		6
343883		6.95		230		155		275		1077044265630101		4602		6
343884		6.95		230		150		275		1077044265630064		3301		6
343899		5.6		230		160		280		1077041930310580		3206		6
343894		16.024		300		400		257		1077046641509551		1802		4
343804		2.9		134		240		149		1077049341981917		1311		10
343829		12.6		400		270		170		1074744869664443		3602		6
343823		5.6		239		184		211		1072034250876589		06-002		12
343824		5.6		239		184		211		1072034250876466		06-002		12
343832		8.3		238		160		326		1087332404506675		06-002		6
343834		9		270		175		360		1073584796970702		1703		6
343835		1.4		88		88		310		1074334830798682		99		1
343835		8		168		254		310		1074334830798675		99		6
343858		6.416		236		156		235		1077044936412623		3101		6
343858		6.416		236		156		242		1077044936419974		3101		6
343859		6.416		240		160		240		1077044936412647		06-002		6
343859		6.416		240		160		240		1077044936419721		06-002		6
343850		6.416		236		156		235		1077044936412807		2903		6
343850		6.416		236		156		242		1077044936419851		2903		6
343851		6.416		236		156		242		1077044936412661		06-002		6
343851		6.416		236		156		242		1077044936419738		06-002		6
343852		6.416		236		156		235		1077044936412708		2901		6
343852		6.416		236		156		242		1077044936419752		2901		6
343853		6.416		236		156		242		1077044936412746		06-002		6
343853		6.416		236		156		242		1077044936419837		06-002		6
343864		6.782		230		150		280		1077044265630187		3503		6
343870		9		270		175		310		1077044265682728		0404		6
343871		10		172		265		309		1077044265682704		06-002		6
343872		10.07		265		180		330		1077044265680212		0083		6
343988		2.8		195		130		230		1077044265624575		2804		6
343983		3.24		207		138		200		1077047941525470		1120		6
343994		1.585		300		200		250		1077044265688928		1903		8
343995		1.585		300		200		250		1077044265688904		2004		8
343903		12.75		270		410		170		1079334641575675		0303		6
343903		12.75		400		270		175		1077059641111426		0303		4
343903		12.75		285		205		170		1077059641112966		0303		2
343905		6		319		215		172		1077045792689174		1915		12
343918		7.694		394		197		166		1077045382574750		1410		18
343910		2.4		360		123		193		1077044265553479		1428		24
343910		2.4		130		400		200		1077044265604249		1428		24
343911		5.46		365		155		115		1077047141780648		06-002		10
343914		5.46		220		156		118		1077047141780662		0916		6
343915		5.46		220		156		118		1077047141780778		1328		6
343916		5.46		220		156		118		1077047141780785		1706		6
343928		5.46		220		156		118		1077047141780792		0816		6
343929		5.46		156		220		118		1077047141780716		0810		6
343931		12.4		490		270		225		1076947674917485		06-002		4
343931		9.3		370		270		225		1076947674012364		06-002		3
343932		12.4		500		280		260		1076947674917973		06-002		4
343932		9.3		370		270		225		1076947674375780		06-002		3
343933		6.2		400		195		200		1076947674919731		06-002		4
343936		6.459		405		160		120		1077044936411985		0301		5
343942		12.8		305		200		250		1077047941510872		0076		8
343946		12.684		300		200		250		1077044936410292		1002		8
343958		12.684		300		200		250		1077044936410131		1103		8
343950		12.684		300		200		250		1077044936410278		0903		8
343951		12.684		300		200		250		1077044936410216		1501		8
343952		12.684		300		200		250		1077044936410230		0901		8
343968		12.684		300		205		240		1077044936411206		0812		8
343960		12.684		300		200		250		1077044936411220		1004		8
343965		3.983		276		138		129		1077049341981658		0606		8
343966		3.983		276		138		129		1077049341999110		2220		8
343979		3.983		276		138		129		1077049341999165		0315		8
343971		8.526		315		230		140		1077049341999141		06-002		12
343089		12.7		300		200		250		1077044265539343		0092		8
343083		4.4		314		182		267		1076947674941152		06-002		4
343084		4.4		314		182		267		1079334641575675		06-002		4
343084		4.4		400		150		210		1076947674946379		06-002		6
343098		0		160		240		305		1074344218215618		99		6
343098		0		0		0		0		1074344218215601		99		1
343098		0		160		240		305		1077044103579876		99		6
343090		2.98		219		286		70		1077044265518171		0819		24
343091		2.98		219		286		70		1077044265518058		2023		24
343096		0.77		269		204		143		1077045641750680		0524		6
343000		1.84		365		95		95		1079334641575675		06-002		16
343000		1.84		365		95		95		1077044265621178		06-002		16
343001		2.415		380		110		104		1077044265621154		06-002		14
343002		2.335		198		198		180		1077044265553417		06-002		12
343002		2.3		200		200		180		1077044265604256		06-002		12
343003		6.41		400		200		195		1073332060522115		06-002		4
343010		12.56		308		200		250		1077046107180072		06-002		8
343013		12.56		308		200		250		1077046107180713		06-002		8
343014		12.56		308		200		250		1077046107434083		06-002		8
343023		1		367		126		139		1077045641766674		0807		12
343025		13.02		232		297		212		1077047941511831		0402		12
343025		8.54		300		160		210		1077047941512784		0402		8
343026		13.02		232		297		212		1077047941511824		0501		12
343026		8.54		300		160		210		1077047941512708		0501		8
343038		13.02		232		297		212		1077047941511817		0503		12
343038		8.54		300		160		210		1077047941512777		0503		8
343039		13.02		156		225		212		1077047941511183		0303		6
343039		8.54		301		159		210		1077047941512753		0303		8
343032		13.02		300		235		210		1077047941511053		0604		12
343034		13.02		232		297		212		1077047941511008		0214		12
343034		8.54		300		160		210		1077047941512876		0214		8
343036		13.02		300		235		210		1077047941511091		0103		12
343042		0.78		269		204		143		1077045641754619		0511		6
343042		0		204		269		143		1074744779506796		0511		6
343043		0.78		269		204		143		1077045641754688		2123		6
343043		0		204		269		143		1074744779506727		2123		6
343059		2.1		106		277		273		1077045641731474		2012		4
343068		3.25		165		220		135		1074334822503034		1011		12
343066		1.513		175		205		142		1077045382809203		1924		10
343075		3.365		190		130		235		1077049241708621		2703		6
343075		3.365		134		193		236		1077049241791036		2703		12
343184		6.7		250		170		255		1077044265628894		3002		6
343191		3.3		220		145		220		1079947649207105		4311		6
343192		3.3		220		145		200		1079947649207112		4313		6
343107		0.77		269		204		143		1077045641754770		0416		6
343119		19.5		190		130		230		1077044265697234		2503		1
343120		9.2		255		340		140		1077044265638541		2412		12
343131		12.785		300		200		250		1077044265541162		1303		8
343132		0.8		128		376		127		1076947672094256		0823		3
343133		9.4		275		180		320		1077044265594984		0804		6
343134		2.155		195		128		144		1077044037441348		0224		9
343141		3.33		131		398		126		1078337110682790		06-002		10
343141		3.33		131		398		126		1079334641575675		06-002		16
343143		1.95		183		198		201		1074222380695158		1320		10
343144		2.17		125		400		150		1073332060520432		1316		11
343145		5.07		395		200		150		1073004249711732		06-002		13
343146		5.07		190		395		144		1073004249711718		2323		13
343158		1.59		183		195		200		1074222380695295		0823		10
343150		3.33		131		398		126		1078337110682714		1411		10
343160		11		410		308		121		1079334641575676		06-002		7
343160		11		410		308		121		1076947674471550		06-002		12
343165		4.65		384		256		170		1079334641575675		0802		6
343165		4.65		255		200		175		1077044265624599		0802		12
343166		3.3		195		125		225		1077044265624452		1503		6
343175		5.2		300		150		215		1077045494580274		4301		8
343283		3.36		217		163		137		1084346002577275		1016		12
343290		8.1		166		248		312		1077044265600562		06-002		6
343291		8.7		180		270		320		1077044265602665		0602		6
343292		7.74		270		200		190		1078332344575955		0804		12
343293		13.3		400		285		170		1077044265605505		0903		24
343294		6.6		325		215		135		1077044265605581		2303		24
343203		0.63		200		100		180		1076947674218360		1915		8
343204		0.63		200		100		180		1076947674202659		1323		8
343206		2.02		205		291		226		1074222380673774		2120		4
343219		1.57		197		240		103		1074222380673279		0516		8
343215		1.37		280		170		242		1076947674246493		1920		6
343216		2.57		198		395		145		1076947674016959		06-002		4
343225		0.748		376		128		127		1076947673059155		1607		3
343226		7.39		245		160		300		1077044265632501		1513		6
343238		10.07		263		361		232		1077040641688223		99		6
343239		7		300		300		320		1077744862885743		99		12
343239		7		300		300		320		1077744862685749		99		1
343230		5.086		155		254		165		1077045755247694		99		12
343231		9.24		200		600		200		1074334707619485		06-002		6
343231		6.124		350		200		200		1074334707610482		06-002		4
343248		3.991		240		180		225		1077044265646669		06-002		12
343249		1.6		154		300		116		1074744779506079		1524		6
343244		1.6		295		155		115		1077045641875772		06-002		4
343246		1.6		295		366		116		1079334641575675		06-002		4
343246		1.6		370		300		115		1077045641875680		06-002		10
343251		0.78		126		367		139		1077045641743248		1527		12
343253		0.78		126		367		139		1077045641761174		0220		12
343254		0.78		126		367		139		1077045641743040		0723		12
343256		0.78		126		367		139		1077045641743385		0411		12
343279		4.477		395		300		210		1077044265616501		06-002		12
343270		4.477		390		300		210		1077044265616587		06-002		12
343271		4.477		391		297		210		1077044265616570		4301		12
343272		4.477		395		295		215		1077044265616518		06-002		12
343273		4.477		400		300		220		1077044265616594		06-002		12
343274		4.477		391		297		210		1077044265616464		4604		12
343388		3.05		560		395		235		1086033531377695		99		20
343388		3.05		560		395		235		1077042350525776		99		20
343399		8		152		228		330		1077332797706099		06-002		6
343392		9.088		301		386		142		1077044265608117		1501		4
343393		9.088		301		386		142		1077044265608131		1103		4
343311		3.4		158		236		116		1073346841225218		1120		6
343316		1.494		188		283		107		1077047941512630		1212		6
343323		9.3		400		200		221		1077041697656778		1701		3
343325		5.2		305		145		220		1077045494587198		4501		8
343330		9.3		400		200		225		1077041697656716		1703		3
343334		6.69		410		155		125		1079334641575675		06-002		10
343334		6.69		60		155		125		1074744082590970		06-002		1
343334		6.69		405		155		125		1094744082590974		06-002		5
343335		6.69		410		155		125		1079334641575675		06-002		10
343335		6.69		60		155		125		1074744082526597		06-002		1
343335		6.69		405		155		125		1084744082526464		06-002		5
343349		8.617		265		385		333		1074744299573711		06-002		8
343349		6.462		300		265		330		1074744299573124		06-002		6
343342		7.84		235		170		310		1076138941195211		06-002		6
343355		12.36		325		244		277		1079334641575675		0099		12
343355		12.36		235		170		280		1077049241708577		0099		6
343365		4		171		264		227		1077043541593918		06-002		6
343372		7.2		230		155		300		1074344727688286		06-002		6
343373		9.055		400		300		235		1077046641508721		0097		4
343374		6.43		265		200		170		1077046641508769		0804		12
343375		7.1		155		233		301		1072545840407163		06-002		6
344489		6.416		236		156		242		1077044936412821		06-002		6
344481		0.28		109		250		108		1077045841243432		1616		4
344483		0.28		109		250		108		1077046741548030		1208		4
344499		10.4		351		235		213		1077046641507588		0090		6
344491		8.7		400		270		120		1077048441597967		0303		4
344400		12.547		345		235		225		1084745227275926		0703		6
344403		3.4		300		200		100		1077044037442833		0706		6
344547		0.655		266		160		163		1077044289275739		1113		20
344547		0.655		266		160		163		1079334641575675		1113		4
344547		0		0		0		0		1077044289175268		1113		80
344547		0		110		35		55		1079334643086277		1113		10
344677		1.83		265		388		120		1077044280195807		06-002		14
344787		1.83		390		200		140		1077044280195890		06-002		14
344068		2.5		367		126		139		1077045641769767		0423		12
344061		5.4		280		180		130		1077041841570554		06-002		6
344062		2.5		367		126		139		1077045641704201		1315		12
344065		6.34		196		188		210		1074744634565227		06-002		6
344065		4.284		156		156		214		1074745729682294		06-002		4
346393		3.265		295		195		200		1077047441690487		29-307		12
347217		0		0		0		150		1077044265077197		06-002		24
347217		2.4		310		155		145		1077044265517426		06-002		12
349780		0.78		126		367		139		1077045641805373		1307		12
349782		0.78		200		270		144		1077045641810070		0827		6
349783		0.78		200		270		144		1077045641810940		1219		6
349786		6.612		248		340		204		1077044265644405		06-002		10
349798		7.08		236		155		315		1073337942531827		06-002		6
349799		7.08		255		170		310		1077044265659416		3402		6
349790		7.08		255		170		310		1077044265659492		3404		6
349791		1		205		398		82		1077044265644627		0324		10
349792		1		205		398		82		1077044265644603		1124		10
349793		1		205		398		82		1077044265644641		2216		10
349794		8.5		270		185		350		1077337950183694		2802		6
349795		8.5		275		185		350		1077337950183618		2103		6
349796		7.2		331		217		135		1077047941514863		1416		4
349709		3.1		295		125		179		1077045641802877		2323		6
349700		5.07		390		190		144		1073004249711794		06-002		13
349701		3.1		295		125		179		1077045641802808		1116		6
349702		0.78		200		270		144		1077045641810001		1128		6
349704		1.8		210		188		100		1073332060529312		0001		16
349710		3.2		400		110		300		1077045641881216		06-002		3
349712		2.21		208		292		166		1077045641886068		0924		8
349713		2.21		208		292		166		1077045641887775		1812		8
349714		3.2		400		105		300		1077045641881940		06-002		3
349738		12.7		300		200		250		1077044265539367		1202		8
349739		2.128		195		125		190		1077045541587645		2103		6
349730		2.128		195		125		190		1077045541587638		2101		6
349742		12.98		400		270		175		1074745257575242		0098		24
349746		6.26		255		170		275		1074744654628186		0901		6
349751		3.365		195		130		135		1077049241708515		1903		6
349753		3.284		270		240		195		1077044265620959		06-002		6
349754		3.284		265		240		190		1077044265620911		06-002		6
349762		7.695		300		200		170		1077044932401843		06-002		18
349763		7.695		198		396		169		1077044932401805		1024		18
349771		13.5		370		200		200		1077044265647550		06-002		12
349885		6.6		235		160		285		1072426911533458		1004		6
349898		9.3		258		175		315		1077044265594083		06-002		6
349899		0		400		300		265		1074744869375066		0001		1
349891		3.34		200		135		200		1077049241706696		2713		6
349892		3.34		132		200		201		1077049241706771		2711		6
349893		3.34		200		130		200		1077049241706658		0812		6
349808		6.83		235		153		295		1077744929575907		06-002		6
349809		8.401		390		160		165		1077042707272995		06-002		16
349803		1.048		203		214		149		1077047341790799		1028		6
349804		1.048		203		214		149		1077047341790713		0527		6
349805		5.2		198		396		150		1077044265666445		06-002		12
349806		5.2		198		396		150		1077044265666452		06-002		12
349818		5.431		195		399		146		1077044265618055		06-002		4
349819		5.431		195		399		146		1077044265652677		06-002		4
349810		5.431		195		399		146		1077044265618178		06-002		4
349814		8.394		390		170		160		1077042707272988		06-002		16
349815		12.809		234		294		213		1077042707272780		06-002		12
349815		12.809		234		294		213		1077042707572781		06-002		1
349816		12.809		290		235		213		1077042707272797		06-002		12
349829		12.934		286		196		265		1077049241707099		1002		8
349820		12.934		286		196		265		1077049241793252		1103		8
349821		8.142		198		294		305		1077044266885401		99		6
349821		0		0		0		0		1077044266085320		99		1
349823		3.4		300		195		220		1076947675519305		06-002		4
349826		0.75		127		392		154		1077045841221751		1528		12
349838		6.41		156		236		242		1077044936412883		06-002		6
349839		6.41		156		236		242		1077044936412760		06-002		6
349830		7.815		140		255		320		1074344218935639		99		6
349830		0.8		82		66		310		1074344218935622		99		1
349831		2.5		86		295		145		1077047047965842		1006		6
349832		1.21		88		88		297		1074394686056794		99		1
349832		7.3		182		273		308		1074394686056701		99		6
349833		1.216		88		88		297		1074344737566451		99		1
349833		7.3		182		273		308		1074344737465785		99		6
349849		9.1		400		270		120		1077046641508646		2604		4
349840		7.8		325		245		100		1077044037442819		0912		6
349843		7.7		180		270		295		1074344218370256		99		6
349843		1.6		90		90		295		1077744055575031		99		1
349859		0.881		374		128		128		1079334641575675		2111		6
349859		0.882		374		128		127		1076947674649386		2111		3
349856		12.812		300		200		250		1077044936419158		1404		8
349863		10.7		210		320		295		1077744862476293		99		6
349863		1.78		104		104		293		1077744862685671		99		1
349879		2.1		300		155		205		1077044023493405		06-002		8
349870		12.68		300		200		245		1077044265621437		1604		8
349871		6.683		405		160		125		1077044265621413		1903		5
349872		6.683		145		160		125		1077044265621499		1901		5
349874		8.091		400		300		235		1077046641508271		1004		4
349998		6.3		275		205		173		1077048441591507		0096		12
349990		11.4		315		230		255		1077041544725848		2503		12
349991		11.4		310		230		255		1077041544725091		1204		12
349992		8.1		230		155		295		1072597822204642		06-002		6
349993		8.1		161		240		314		1072597822204635		06-002		6
349994		6.7		255		175		255		1077044265628870		1303		6
349900		7.8		162		243		315		1076138961701485		06-002		6
349902		12.3		200		600		260		1074234592716606		06-002		6
349906		8.3		290		190		310		1073359768516673		06-002		6
349906		8.3		290		190		310		1073359768516567		06-002		1
349918		5.25		255		190		205		1073359768564339		06-002		12
349918		5.25		180		240		205		1073359768516536		06-002		1
349910		0.51		100		200		180		1076947675766778		0515		8
349911		12.484		300		200		250		1077044265596834		0100		8
349912		2.325		220		150		165		1073386341349427		06-002		6
349913		8.9		404		271		120		1074773641563599		0701		24
349938		4		152		224		134		1077044265624186		06-002		6
349939		4		235		155		130		1077044265624131		06-002		6
349930		4		235		155		130		1077044265624124		06-002		6
349931		4		235		155		130		1077044265624100		06-002		6
349932		6.523		233		150		235		1077044265648854		3303		6
349933		12.904		300		200		245		1077044265539329		0084		8
349935		0.96		188		265		158		1077044265557194		1523		12
349935		0.914		189		248		153		1077044265642418		1523		12
349936		0.96		188		265		158		1077044265642432		1227		12
