	own_sku	ean_list	content	content_unit	description	temperature_zone	shelf_life	volume_mm3	brutto_weight	brutto_weight_unit
1702	9E1EZ	{1077044103630881, 1077044103630867}	1077044103630867	0205 Premix en aperitief	BACARDI/ COLA	ambient	0	337500.0	272.0	ML
1703	a81z2	{1077044265621178, 1077044265553660, 1077044265621062}	1077044265621178	0232 Kat nat	ALU KAT SENIOR 7+ GEV.&RUND	ambient	0	202500.0	104.0	GR
1704	a81z2	{1077044265621178, 1077044265553660, 1077044265621062}	1079334641575675	0232 Kat nat	ALU KAT SENIOR 7+ GEV.&RUND	ambient	0	202500.0	104.0	GR
1705	dr8KW	{1077044265621154, 1077044265621147, 1077044265553783}	1077044265621154	0230 Hond nat	ALU HOND SENIOR	ambient	0	300000.0	161.0	GR
1706	Mnzgq	{1077044265553400, 1077044265553417, 1077044265604256}	1077044265553417	0231 Hond droog	BIGBONE	ambient	0	787500.0	188.0	GR
1707	Mnzgq	{1077044265553400, 1077044265553417, 1077044265604256}	1077044265604256	0231 Hond droog	BIGBONE	ambient	0	787500.0	188.0	GR
1708	9jMzY	{1073332060527561, 1073332060522122, 1073332060522115}	1073332060522115	0231 Hond droog	SENIOR MET KIP	ambient	0	6400000.0	1546	GR
1709	OrRxe	{1077046107180072, 1077046107638788}	1077046107180072	0191 Vruchtensappen groot	ICE TEA LEMON	ambient	0	1638750.0	1599.0	ML
1710	YKz4b	{1077046107180713, 1077046107637538}	1077046107180713	0191 Vruchtensappen groot	ICE TEA PEACH	ambient	0	1638750.0	1595.0	ML
1711	e5RXm	{1077046107853433, 1077046107434083, 1077046107637439}	1077046107434083	0191 Vruchtensappen groot	ICE TEA GREEN	ambient	0	1638750.0	1580.0	ML
1712	QKZxG	{1077045641766674, 1077045641765677}	1077045641766674	0023 Thee	DEL.SPICES KANEEL  20 X 1 KOP	ambient	0	468000.0	60.0	GR
1713	Eevdv	{1077047941512784, 1077047941511886, 1077047941511831}	1077047941511831	0191 Vruchtensappen groot	DUBBELDRANK MANGO/GUANABANA	ambient	0	1076250.0	1054	ML
1714	Eevdv	{1077047941512784, 1077047941511886, 1077047941511831}	1077047941512784	0191 Vruchtensappen groot	DUBBELDRANK MANGO/GUANABANA	ambient	0	1076250.0	1054	ML
1715	2vbQQ	{1077047941511954, 1077047941511053}	1077047941511053	0191 Vruchtensappen groot	SINAASAPPEL MET VRUCHTVLEES	ambient	0	1076250.0	1083	ML
1716	vEGw5	{1077047941511008, 1077047941512876, 1077047941511909}	1077047941511008	0191 Vruchtensappen groot	ZONTOMAAT	ambient	0	1076250.0	1059	ML
1717	vEGw5	{1077047941511008, 1077047941512876, 1077047941511909}	1077047941512876	0191 Vruchtensappen groot	ZONTOMAAT	ambient	0	1076250.0	1059	ML
1718	gKj8d	{1077047941511992, 1077047941511091}	1077047941511091	0191 Vruchtensappen groot	SINAASAPPEL	ambient	0	1076250.0	1052	ML
1719	86xm1	{1077047941512777, 1077047941511817, 1077047941511763}	1077047941511817	0191 Vruchtensappen groot	DUBBELDRANK SINAASAPPEL/PERZIK	ambient	0	1076250.0	1053	ML
1720	86xm1	{1077047941512777, 1077047941511817, 1077047941511763}	1077047941512777	0191 Vruchtensappen groot	DUBBELDRANK SINAASAPPEL/PERZIK	ambient	0	1076250.0	1053	ML
1721	VPxYO	{1077047941512753, 1077047941511084, 1077047941511183}	1077047941511183	0191 Vruchtensappen groot	SINAASAPPEL LIGHT	ambient	0	1076250.0	1035	ML
1722	VPxYO	{1077047941512753, 1077047941511084, 1077047941511183}	1077047941512753	0191 Vruchtensappen groot	SINAASAPPEL LIGHT	ambient	0	1076250.0	1035	ML
1723	0v7Qr	{1077045641754602, 1077045641754619, 1074744779506796, 1074744779506789}	1074744779506796	0028 Koffiecapsules	L'OR ESPRESSO LUNGO ELEGANTE	ambient	0	1090125.0	111	GR
1724	0v7Qr	{1077045641754602, 1077045641754619, 1074744779506796, 1074744779506789}	1077045641754619	0028 Koffiecapsules	L'OR ESPRESSO LUNGO ELEGANTE	ambient	0	1090125.0	111	GR
1725	5QKWA	{1077045641754688, 1077045641754671, 1074744779506710, 1074744779506727}	1074744779506727	0028 Koffiecapsules	L'OR ESPRESSO LUNGO PROFONDO	ambient	0	1090125.0	113	GR
1726	5QKWA	{1077045641754688, 1077045641754671, 1074744779506710, 1074744779506727}	1077045641754688	0028 Koffiecapsules	L'OR ESPRESSO LUNGO PROFONDO	ambient	0	1090125.0	113	GR
1727	6vYXE	{1077045641731474, 1077045641736509}	1077045641731474	0027 Koffiebonen	ARÈME EXCELLENT BONEN	ambient	0	1925000.0	517.0	GR
1728	ywrG3	{1077049241791036, 1077049241708621, 1077049241797717}	1077049241708621	0194 Frisdranken klein	REGULAR	ambient	0	828000.0	533.0	ML
1729	ywrG3	{1077049241791036, 1077049241708621, 1077049241797717}	1077049241791036	0194 Frisdranken klein	REGULAR	ambient	0	828000.0	533.0	ML
1730	VPx7O	{1076947674941152, 1076947674941145}	1076947674941152	0231 Hond droog	KLUIVEN	ambient	0	3744000.0	1041	GR
1731	zwEO6	{1076947674946379, 1076947674946263}	1076947674946379	0231 Hond droog	MINI KLUIVEN	ambient	0	2080750.0	553	GR
1732	zwEO6	{1076947674946379, 1076947674946263}	1079334641575675	0231 Hond droog	MINI KLUIVEN	ambient	0	2080750.0	553	GR
1733	dr8AW	{1077044265539336, 1077044265539343}	1077044265539343	0191 Vruchtensappen groot	TF. APPEL-CRANBERRY	ambient	0	1800000.0	1618.0	ML
1734	MnzRq	{1077044265518065, 1077044265518171}	1077044265518171	0232 Kat nat	MOUSSE ZALM	ambient	0	169000.0	113.0	GR
1735	9jMdY	{1077044265518041, 1077044265518058}	1077044265518058	0232 Kat nat	MOUSSE RUND	ambient	0	169000.0	110.0	GR
1736	46vXP	{1077045641750680, 1077045641757924}	1077045641750680	0028 Koffiecapsules	L'OR ESPRESSO FORZA	ambient	0	1090125.0	82.0	GR
1737	DjYyq	{1077045641754664, 1077045641754770}	1077045641754770	0028 Koffiecapsules	L'OR ESPRESSO SUPREMO	ambient	0	1090125.0	113	GR
1738	mwqZ0	{1077044265697234}	1077044265697234	0196 Mineraalwater klein	BRONWATER KZV PET	ambient	0	5681000.0	3111	ML
1739	Xv63e	{1079334691987909, 1077044265638541, 1077044265638534}	1077044265638541	0045 Natte sauzen koud	YOGOMILD	ambient	0	896000.0	747	ML
1740	ywrMv	{1077044265541162, 1077044265541155}	1077044265541162	0191 Vruchtensappen groot	MULTIV. LIGHT RODE VRUCHT	ambient	0	1800000.0	1588.0	ML
1741	2vbEV	{1076947672094256, 1076947672091071}	1076947672094256	0028 Koffiecapsules	DOLCE GUSTO ESPRESSO	ambient	0	1800000.0	214.0	GR
1742	G1oMv	{1077044265594984, 1077044265594977}	1077044265594984	0201 Wijnen wit	HUISWIJN RHEINHESSEN	ambient	0	2551500.0	1551	ML
1743	vEG5g	{1077044037441355, 1077044037441348}	1077044037441348	0086 Boterhamstrooisels	SPECIALS INTENS PUUR	ambient	0	406250.0	236	GR
1744	pmjp9	{1078337110886617, 1078337110682790}	1078337110682790	0230 Hond nat	VITAL VOOR GEWRICHTEN	ambient	0	529000.0	304	GR
1745	pmjp9	{1078337110886617, 1078337110682790}	1079334641575675	0230 Hond nat	VITAL VOOR GEWRICHTEN	ambient	0	529000.0	304	GR
1746	5QK70	{1074222380695141, 1074222380695158}	1074222380695158	0231 Hond droog	SMILEY STICKS	ambient	0	528000.0	179	GR
1747	rnjZ1	{1078337110682714, 1078337110886631}	1078337110682714	0230 Hond nat	VITAL HUID&VACHT	ambient	0	595125.0	315	GR
1748	e5RED	{1074222380695288, 1074222380695295}	1074222380695295	0231 Hond droog	TURNING TWISTS	ambient	0	440000.0	151	GR
1749	Rw349	{1077044265606601, 1077044265624452, 1077044265624445}	1077044265624452	0194 Frisdranken klein	ISO LEMON DRINK	ambient	0	792000.0	551	ML
1750	zwEXz	{1077044265690334, 1077044265628894, 1077044265628887}	1077044265628894	0191 Vruchtensappen groot	CRANBERRY DRINK	ambient	0	1593750.0	1123	ML
1751	9jM9E	{1076947674218360, 1076947674202635}	1076947674218360	0233 Kat droog	PARTY MIX ORIGINAL	ambient	0	403750.0	65	GR
1752	kyYPy	{1076947674202642, 1076947674202659}	1076947674202659	0233 Kat droog	PARTY MIX SEASIDE MIX	ambient	0	403750.0	64	GR
1753	rnjBq	{1074222380673668, 1074222380673774}	1074222380673774	0231 Hond droog	DENTASTIX MINI MULTIPACK 28 ST	ambient	0	2194500.0	504	GR
1754	ywr1Y	{1074334707541489, 1074334707610482, 1074334707619485}	1074334707610482	0231 Hond droog	ADULT MINI RUNDVLEES	ambient	0	6080000.0	1500	GR
1755	ywr1Y	{1074334707541489, 1074334707610482, 1074334707619485}	1074334707619485	0231 Hond droog	ADULT MINI RUNDVLEES	ambient	0	6080000.0	1500	GR
1756	a81xk	{1077045641875666, 1077045641875772}	1077045641875772	0026 Koffiepads	COFFEEPADS CAFE LATTE	ambient	0	1274000.0	141.0	GR
1757	MnzrP	{1077045641875680, 1077045641875673}	1077045641875680	0026 Koffiepads	COFFEEPADS CAPPUCCINO	ambient	0	1183000.0	142.0	GR
1758	MnzrP	{1077045641875680, 1077045641875673}	1079334641575675	0026 Koffiepads	COFFEEPADS CAPPUCCINO	ambient	0	1183000.0	142.0	GR
1759	kyY8y	{1077044265646669, 1077044265646652, 1077044265609725}	1077044265646669	0353 Desserts houdbaar	SLAGROOM HOUDBAAR BUS	ambient	0	432000.0	339.0	ML
1760	PKD3O	{1074744779506963, 1074744779506079}	1074744779506079	0028 Koffiecapsules	L'OR ESPRESSO LUNGO ESTREMO.	ambient	0	1090125.0	112	GR
1761	DjYvb	{1077045641743248, 1077045641743231}	1077045641743248	0023 Thee	FRUIT G CITROEN THEE 20X1 KOPS	ambient	0	468000.0	59.0	GR
1762	OrR4a	{1077045641743040, 1077045641743033}	1077045641743040	0023 Thee	FRUIT G BOSVRUCHTEN THEE 20X1	ambient	0	468000.0	59.0	GR
1763	Wr69B	{1077045641743385, 1077045641743378}	1077045641743385	0023 Thee	FRUIT G AARDBEI THEE 20X1 KOPS	ambient	0	468000.0	58.0	GR
1764	A4YGE	{1077044265616426, 1077044265616587}	1077044265616587	0026 Koffiepads	KOFFIEPADS CAFFEINEVRIJ	ambient	0	2664375.0	356	ST
1765	jY8RM	{1077044265616570, 1077044265616419}	1077044265616570	0026 Koffiepads	KOFFIEPADS DARK ROAST	ambient	0	2664375.0	358	ST
1766	1vEGM	{1077044265616457, 1077044265616518}	1077044265616518	0026 Koffiepads	KOFFIEPADS MILD ROAST	ambient	0	2664375.0	358	ST
1767	K9Mkx	{1077044265616433, 1077044265616594}	1077044265616594	0026 Koffiepads	KOFFIEPADS MOKKA	ambient	0	2664375.0	370	ST
1768	qVG2B	{1077044265616464, 1077044265616402}	1077044265616464	0026 Koffiepads	KOFFIEPADS REGULAR	ambient	0	2664375.0	365	ST
1769	nQnVb	{1077044265616440, 1077044265616501}	1077044265616501	0026 Koffiepads	KOFFIEPADS EXTRA DARK ROAST	ambient	0	2664375.0	357	ST
1770	9jMnE	{1077044265602665, 1077044265602658}	1077044265602665	0200 Wijnen rood	HUISWIJN ROOD HALFZOET	ambient	0	1952000.0	1424	ML
1771	bRqg4	{1073346841225218, 1079334681663820}	1073346841225218	0042 Tafelzuren	TRADITIONELE PICCALILLY	ambient	0	460000.0	560	ML
1772	oAjwz	{1077047941512630, 1077047941512975}	1077047941512630	0181 Koffiecreamers	KOFFIECREAMER POT	ambient	0	850500.0	234	GR
1773	Eev6Q	{1077045494580458, 1077045494587198}	1077045494587198	0193 Limonadesiropen	SINAASAPPELSIROOP SUIKERVRIJ	ambient	0	1078000.0	607	ML
1774	K9MeE	{1077046641508721, 1077046641508653}	1077046641508721	0293 Bieren overig	RADLER BIER FLES	ambient	0	4536000.0	3372	ML
1775	ywraj	{1072545840407163, 1072545840407156}	1072545840407163	0201 Wijnen wit	GRAVES SUPERIEUR	ambient	0	1715625.0	1165	ML
1776	kyYaa	{1077044265608100, 1077044265608117}	1077044265608117	0195 Vruchtensappen klein	SUNNYFRUIT SINAASAPP. POUCH	ambient	0	3640000.0	2186	ML
1777	PKD1A	{1077044265608131, 1077044265608124}	1077044265608131	0195 Vruchtensappen klein	SUNNYFRUIT MULTIVIT POUCH	ambient	0	3640000.0	2183	ML
1778	nQnOk	{1077046498578113, 1077184986425065}	1077046498578113	0040 Olien en frituurvetten	RIJST/WOKOLIE	ambient	0	900000.0	511	ML
1779	nQnOk	{1077046498578113, 1077184986425065}	1079334641575675	0040 Olien en frituurvetten	RIJST/WOKOLIE	ambient	0	900000.0	511	ML
1780	pmjRj	{1089365841921563, 1079365841921566}	1089365841921563	0191 Vruchtensappen groot	CRANBERRY CLASSIC	ambient	0	1664000.0	1096	ML
1781	OrRWz	{1079334628659701, 1077047941519974}	1077047941519974	0194 Frisdranken klein	APPEL/PERZIK PET	ambient	0	1004500.0	543	ML
1782	oAjOd	{1077045382894322, 1077045382894339}	1077045382894339	0027 Koffiebonen	KOFFIEBONEN ESPRESSO	ambient	0	2197250.0	517.0	GR
1783	Z3BpD	{1074222380674771, 1074222380674788}	1074222380674771	0231 Hond droog	DENTASTIX MAXI	ambient	0	704000.0	279	GR
1784	kyYwG	{1079334628622880, 1077049341981917}	1077049341981917	0045 Natte sauzen koud	TOMATO KETCHUP	ambient	0	507500.0	282	ML
1785	rnjR2	{1077044936410469, 1077044936412807, 1077044936419851, 1077044936419868, 1077044936412814, 1077044936410575}	1077044936412807	0193 Limonadesiropen	SINAASAPPELSIROOP	ambient	0	1536000.0	1080	ML
1786	rnjR2	{1077044936410469, 1077044936412807, 1077044936419851, 1077044936419868, 1077044936412814, 1077044936410575}	1077044936419851	0193 Limonadesiropen	SINAASAPPELSIROOP	ambient	0	1536000.0	1080	ML
1787	DjYMk	{1077044936419745, 1077044936410513, 1077044936412661, 1077044936412777, 1077044936410506, 1077044936419738}	1077044936412661	0193 Limonadesiropen	CASSISSIROOP	ambient	0	1536000.0	1076	ML
1788	DjYMk	{1077044936419745, 1077044936410513, 1077044936412661, 1077044936412777, 1077044936410506, 1077044936419738}	1077044936419738	0193 Limonadesiropen	CASSISSIROOP	ambient	0	1536000.0	1076	ML
1789	46vWn	{1077044936412708, 1077044936419752, 1077044936411671, 1077044936410568, 1077044936419769, 1077044936412715}	1077044936412708	0193 Limonadesiropen	FRAMBOZENSIROOP	ambient	0	1536000.0	1074	ML
1790	46vWn	{1077044936412708, 1077044936419752, 1077044936411671, 1077044936410568, 1077044936419769, 1077044936412715}	1077044936419752	0193 Limonadesiropen	FRAMBOZENSIROOP	ambient	0	1536000.0	1074	ML
1791	3gXbP	{1077044936412753, 1077044936419844, 1077044936411688, 1077044936412746, 1077044936419837, 1077044936411695}	1077044936412746	0193 Limonadesiropen	GRENADINESIROOP	ambient	0	1536000.0	1069	ML
1792	3gXbP	{1077044936412753, 1077044936419844, 1077044936411688, 1077044936412746, 1077044936419837, 1077044936411695}	1077044936419837	0193 Limonadesiropen	GRENADINESIROOP	ambient	0	1536000.0	1069	ML
1793	e5R38	{1077044936410421, 1077044936419974, 1077044936410438, 1077044936412630, 1077044936419981, 1077044936412623}	1077044936412623	0193 Limonadesiropen	AARDBEIENSIROOP	ambient	0	1536000.0	1067	ML
1794	e5R38	{1077044936410421, 1077044936419974, 1077044936410438, 1077044936412630, 1077044936419981, 1077044936412623}	1077044936419974	0193 Limonadesiropen	AARDBEIENSIROOP	ambient	0	1536000.0	1067	ML
1795	6vYeR	{1077044936410452, 1077044936412647, 1077044936419721, 1077044936410445, 1077044936412654}	1077044936412647	0193 Limonadesiropen	BOSVRUCHTENSIROOP	ambient	0	1536000.0	1077	ML
1796	6vYeR	{1077044936410452, 1077044936412647, 1077044936419721, 1077044936410445, 1077044936412654}	1077044936419721	0193 Limonadesiropen	BOSVRUCHTENSIROOP	ambient	0	1536000.0	1077	ML
1797	Xv6yv	{1077044265630170, 1077044265630187, 1077044265680182}	1077044265630187	0193 Limonadesiropen	FRAMBOOS SIROOP	ambient	0	1760000.0	1136	ML
1798	A4Ypv	{1077044265682728, 1077044265682711}	1077044265682728	0200 Wijnen rood	HUISWIJN ROOD BIOLOGISCH	ambient	0	1952000.0	1446	ML
1799	jY8MZ	{1077044265682704, 1077044265682797}	1077044265682704	0201 Wijnen wit	HUISWIJN WIT BIOLOGISCH	ambient	0	1952000.0	1449	ML
1800	1vEpB	{1077044265680212, 1077044265680205}	1077044265680212	0190 Frisdranken groot	CLEAR CRANBERRY & LIMOEN	ambient	0	2048000.0	1589	ML
1801	VPxym	{1077044265630194, 1077044265630101, 1077044265680199}	1077044265630101	0193 Limonadesiropen	REINE-CLAUDESIROOP	ambient	0	1546875.0	1166	ML
1802	zwEBZ	{1077044265630064, 1077044265630057, 1077044265680175}	1077044265630064	0193 Limonadesiropen	SINAASAPPELSIROOP	ambient	0	1546875.0	1139	ML
1803	dr8yX	{1076138961868072, 1006138961868073}	1006138961868073	0201 Wijnen wit	CHARDONNAY	ambient	0	1920000.0	1162	ML
1804	PKDPD	{1077045792589177, 1077045792689174}	1077045792689174	0082 Stroopachtigen	ECHTE PEREN- / APPELSTROOP	ambient	0	992250.0	472	GR
1805	OrRk7	{1077044265604249, 1077044265553363, 1077044265553479}	1077044265553479	0231 Hond droog	BEEFSTRIPS 10 STUKS	ambient	0	420000.0	101.0	GR
1806	OrRk7	{1077044265604249, 1077044265553363, 1077044265553479}	1077044265604249	0231 Hond droog	BEEFSTRIPS 10 STUKS	ambient	0	420000.0	101.0	GR
1807	bRqQ2	{1077047141780648, 1077047141573363}	1077047141780648	0081 Jam	EXTRA AARBEIENJAM	ambient	0	618750.0	536	GR
1808	6vYDM	{1077047141573202, 1077047141780778}	1077047141780778	0081 Jam	EXTRA BOSBESSENJAM	ambient	0	618750.0	542	GR
1809	K9Ma7	{1077047141573233, 1077047141780716}	1077047141780716	0081 Jam	EXTRA ZWARTE KERSENJAM	ambient	0	618750.0	543	GR
1810	ywrz7	{1076947674012364, 1076947674917485, 1076947674917478}	1076947674012364	0231 Hond droog	ADULT MENU BROKKEN	ambient	0	13591500.0	2995	GR
1811	ywrz7	{1076947674012364, 1076947674917485, 1076947674917478}	1076947674917485	0231 Hond droog	ADULT MENU BROKKEN	ambient	0	13591500.0	2995	GR
1812	2vb99	{1076947674917973, 1076947674917867, 1076947674375780, 1076947674375773}	1076947674375780	0231 Hond droog	SENIOR BROKKEN	ambient	0	14534000.0	2981	GR
1813	2vb99	{1076947674917973, 1076947674917867, 1076947674375780, 1076947674375773}	1076947674917973	0231 Hond droog	SENIOR BROKKEN	ambient	0	14534000.0	2981	GR
1814	G1oxX	{1076947674917577, 1076947674919731}	1076947674919731	0231 Hond droog	MINI MENU BROK RUND	ambient	0	6800000.0	1542	GR
1815	0v7da	{1077047941510872, 1077047941519394}	1077047941510872	0191 Vruchtensappen groot	SPLASH APPEL PEER	ambient	0	1596000.0	1596	ML
1816	MnzMe	{1077044936410209, 1077044936419387, 1077044936410292}	1077044936410292	0191 Vruchtensappen groot	MULTIVIT BOSVRUCHTEN	ambient	0	1800000.0	1614	ML
1817	rnjPG	{1077044936410285, 1077044936410278, 1077044936419509}	1077044936410278	0191 Vruchtensappen groot	MULTIVIT APPEL RODE VRUCHT	ambient	0	1800000.0	1609	ML
1818	DjY7e	{1077044936410216, 1077044936419448, 1077044936410223}	1077044936410216	0191 Vruchtensappen groot	MULTIVIT KIWI/SINAASAPPEL	ambient	0	1800000.0	1605	ML
1819	46vd6	{1077044936419400, 1077044936410230, 1077044936410247}	1077044936410230	0191 Vruchtensappen groot	MULTIVIT PERZIK	ambient	0	1800000.0	1607	ML
1820	e5RZn	{1077044936410131, 1077044936410148, 1077044936419325}	1077044936410131	0191 Vruchtensappen groot	MULTIVIT BOSVRUCHT LIGHT	ambient	0	1596000.0	1583	ML
1821	oAjM3	{1077044936419264, 1077044936411220, 1077044936411237}	1077044936411220	0191 Vruchtensappen groot	50/50 ROODFRUIT	ambient	0	1800000.0	1574	ML
1822	xw4bA	{1077044936419226, 1077044936411213, 1077044936411206}	1077044936411206	0191 Vruchtensappen groot	50/50 FRUITMIX	ambient	0	1800000.0	1580	ML
1823	jY8Ao	{1077049341996614, 1077049341999141, 1077049341982686, 1077049341982679}	1077049341999141	0087 Spreads	SANDWICH SPREAD NATUREL	ambient	0	815625.0	720	GR
1824	nQndM	{1077049341981641, 1077049341996638, 1077049341999165, 1077049341981702}	1077049341999165	0087 Spreads	SANDWICH SPREAD TOM/LENTE UI	ambient	0	557699.9999999999	503	GR
1825	a8170	{1077044265624469, 1077044265686870, 1077044265624575}	1077044265624575	0194 Frisdranken klein	HYPERTONE DRINK	ambient	0	792000.0	547	ML
1826	rnjmG	{1077044265688928, 1077044265688911}	1077044265688928	0191 Vruchtensappen groot	ZAPPIE BOSVRUCHTEN	ambient	0	1800000.0	1628.0	ML
1827	DjY9e	{1077044265688904, 1077044265688997}	1077044265688904	0191 Vruchtensappen groot	ZAPPIE TROPISCH	ambient	0	1800000.0	1625.0	ML
1828	70KzR	{1079334628647937, 1077041841570554}	1077041841570554	0085 Chocolade- & pasta's	DUO PENOTTI HAZELNOOT	ambient	0	939250.0	898	GR
1829	BeW2a	{1077045641704201, 1077045641704294}	1077045641704201	0023 Thee	PURE GR CRANBERRY TEA 20 X 1 K	ambient	0	468000.0	59.0	GR
1830	xw4WO	{1077045641769880, 1077045641769767}	1077045641769767	0023 Thee	PURE GR PURE TEA 20 X 1 KOP	ambient	0	468000.0	58.0	GR
1831	w801D	{1077045841243432, 1076644931320735}	1077045841243432	0023 Thee	LEMON TEA 20X1 KOP	ambient	0	600000.0	53	GR
1832	dr83m	{1077044936411602, 1077044936411619, 1077044936412821, 1077044936412838}	1077044936412821	0193 Limonadesiropen	TROPICAL SIROOP	ambient	0	1536000.0	1065	ML
1833	G1jo5	{1077044280575906, 1077044280195807}	1077044280195807	0173 Toast	MELBA TOAST SESAM	ambient	0	679250.0	119.0	GR
1834	PKz0R	{1077047441697073, 1077047441690302, 1077047441690487}	1077047441690487	0164 Snoep verpakt	PRET SLEUTELS	ambient	0	652500.0	227	GR
1835	YKKBO	{1077046641509995, 1077046641509735}	1077046641509995	0292 Bieren alcoholvrij	0,0% BIER RADLER FLES	ambient	0	4644000.0	3306	ML
1836	K99XQ	{1077044265639784, 1077044265639791}	1077044265639791	0191 Vruchtensappen groot	IJSTHEE MUNT	ambient	0	1638750.0	1591.0	ML
1837	nQQ4r	{1077047941913963, 1077047941513965}	1077047941513965	0191 Vruchtensappen groot	HOLLANDSE PERENSAP VAN HET LAN	ambient	0	1878500.0	1384	ML
1838	gKKd0	{1077047941913956, 1077047941513958}	1077047941513958	0191 Vruchtensappen groot	HOLLANDSE APPELSAP VAN HET LAN	ambient	0	1878500.0	1404	ML
1839	oAA28	{1077047941376355, 1077047941376485}	1077047941376485	0350 Chocoladedranken houdbaar	CHOCOMEL VOL VOORDEELPAK	ambient	0	1729000.0	1642	ML
1840	700Ge	{1077047941376362, 1077047941376492}	1077047941376492	0350 Chocoladedranken houdbaar	CHOCOMEL HALFVOL VOORDEELPAK	ambient	0	1064000.0	1649	ML
1841	BeeGj	{1074744654613885, 1074744654613878}	1074744654613885	0190 Frisdranken groot	FRUIT CITRUS	ambient	0	2112000.0	1559	ML
1842	A44GP	{1077044395776014, 1077044395776007}	1077044395776014	0086 Boterhamstrooisels	KOKOSBROOD	ambient	0	603750.0	308	GR
1843	9jjGm	{1077040341592899, 1077040341581268, 1077040341582685}	1077040341592899	0293 Bieren overig	RADLER LEMON FLES	ambient	0	5318750.0	3742	ML
1844	PKK3q	{1077044265633010, 1077044265633003}	1077044265633010	0200 Wijnen rood	HUISWIJN ROOD BAG IN BOX	ambient	0	4042500.0	3147.0	ML
1845	rnnv3	{1077044265634963, 1077044265634079}	1077044265634079	0201 Wijnen wit	HUISWIJN WIT DROOG BAG IN BOX	ambient	0	3927000.0	3133	ML
1846	A44Va	{1077047941924976, 1077047941524978}	1077047941524978	0352 Zuiveldranken houdbaar	LANG LEKKER AARDBEI FRAMBOOS 0	ambient	0	1153125.0	1071	ML
1847	yww5R	{1077044936412722, 1077044936411411, 1077044936411428, 1077044936412739}	1077044936412722	0193 Limonadesiropen	ICE TEA GREEN SIROOP	ambient	0	1536000.0	1068	ML
