	own_sku	ean_list	content	content_unit	description	temperature_zone	shelf_life	volume_mm3	brutto_weight	brutto_weight_unit
0	GRrA	{1077044043625459, 1077044550176635, 1077044550676630, 1077044550674711}	1077044550176635	0303-Deodorant	DEOSPRAY NATUURLIJK FRIS	ambient	0	354375.0	133	ML
1	jBQz	{1073332060537560, 1073332060557674, 1073332060545404, 1073332060546685}	1073332060537560	0232 Kat nat	ALU KIP & KALKOEN IN PAT╔	ambient	0	242250.0	107	GR
2	jBQz	{1073332060537560, 1073332060557674, 1073332060545404, 1073332060546685}	1073332060545404	0232 Kat nat	ALU KIP & KALKOEN IN PAT╔	ambient	0	242250.0	107	GR
3	wbVy	{1077046741113603, 1077046741446381}	1077046741446381	0092 Oosterse specialiteiten	ATJAR TJAMPOER	ambient	0	759500.0	576	GR
4	3vaB	{1077056841427036, 1079334628797557}	1077056841427036	0194 Frisdranken klein	HIGH ENERGY + SPORTDOP PET	ambient	0	739375.0	377	ML
5	9m9Z	{1077044144577138, 1077044144525054, 1087044144577135}	1077044144525054	0143 Baby- EN kindervoeding	BISCUITS  TWEEDE STAP	ambient	0	1210000.0	216.0	GR
6	9m9Z	{1077044144577138, 1077044144525054, 1087044144577135}	1077044144577138	0143 Baby- EN kindervoeding	BISCUITS  TWEEDE STAP	ambient	0	1210000.0	216.0	GR
7	9m9Z	{1077044144577138, 1077044144525054, 1087044144577135}	1087044144577135	0143 Baby- EN kindervoeding	BISCUITS  TWEEDE STAP	ambient	0	1210000.0	216.0	GR
8	YWBw	{1084744682658770, 1074744682658773, 1077044144526631}	1077044144526631	0143 Baby- EN kindervoeding	BISCUITS DERDE STAP	ambient	0	1210000.0	226.0	GR
9	YWBw	{1084744682658770, 1074744682658773, 1077044144526631}	1084744682658770	0143 Baby- EN kindervoeding	BISCUITS DERDE STAP	ambient	0	1210000.0	226.0	GR
10	GoKVE	{1077048320277928, 1077048320576175, 1077048320095539, 1077048320277911}	1077048320277911	0301-Toiletzeep, douche & bad	ZEEP BALANCE	ambient	0	297000.0	190.0	GR
11	Mzn0o	{1077044265541513, 1077044265622564, 1077044265623677}	1077044265623677	0071 Broodvervangers	RIJSTWAFELS BBQ	ambient	0	2256250.0	156.0	ST
12	9MXKE	{1073334163573681, 1073334163539670}	1073334163539670	0171 Zoute biskwie	HEARTBREAKERS	ambient	0	3906000.0	102.0	GR
13	kYdzB	{1076835605666024, 1076835605666031}	1076835605666024	0293 Bieren overig	CORONA EXTRA FLES	ambient	0	6210750.0	3562.0	ML
14	PDk9b	{1077044265694240, 1077044265659041, 1077044265659058}	1077044265659058	0044 Droge sauzen warm	JUS VOOR STAMPPOT	ambient	0	135000.0	26.0	GR
15	R3AZz	{1078330638575544, 1078330638570549}	1078330638570549	0201 Wijnen wit	GRUNER VELTLINER	ambient	0	1856250.0	1176.0	ML
16	kY38a	{1077044939075955, 1077044939075948}	1077044939075955	0170 Chips & sticks	BUGLES SWEET CHILI	ambient	0	2592000.0	120	GR
17	j81jD	{1077042755372609, 1077045741534906, 1077046741070753, 1077046741473646}	1077046741473646	0037 Houdbare maaltijden	INDIASE KIP TANDOORI	ambient	0	1498500.0	329	GR
18	DY84b	{1077334141578352, 1072341262396234}	1072341262396234	0160 Chocolade en bonbons	ROCHERS BOX T16	ambient	0	761250.0	265	GR
19	YzDen	{1073332041715994, 1077334141591306, 1077334141676324}	1077334141676324	0160 Chocolade en bonbons	KINDERSURPRISE T3	ambient	0	507500.0	105	GR
20	QZy4G	{1079334621642793, 1084239049598603, 1079334681559628, 1072341265519630}	1072341265519630	0085 Chocolade- & pasta's	HAZELNOOTPASTA	ambient	0	756000.0	628	GR
21	QZy4G	{1079334621642793, 1084239049598603, 1079334681559628, 1072341265519630}	1079334641575675	0085 Chocolade- & pasta's	HAZELNOOTPASTA	ambient	0	756000.0	628	GR
22	QZy4G	{1079334621642793, 1084239049598603, 1079334681559628, 1072341265519630}	1084239049598603	0085 Chocolade- & pasta's	HAZELNOOTPASTA	ambient	0	756000.0	628	GR
23	D1WBk	{1079345851681377, 1079345851680806}	1079345851681377	0045 Natte sauzen koud	PEPPER SAUCE	ambient	0	293625.0	156.0	ML
24	QaWGx	{1074348139843417, 1077045741676620, 1079334628686585}	1074348139843417	0085 Chocolade- & pasta's	MARMITE	ambient	0	262500.0	240	GR
25	QaWGx	{1074348139843417, 1077045741676620, 1079334628686585}	1077045741676620	0085 Chocolade- & pasta's	MARMITE	ambient	0	262500.0	240	GR
26	5j7gn	{1077049141584929, 1077049141588675}	1077049141584929	0034 Rijst	PAPRIJST SNELKOKEND	ambient	0	612500.0	409	GR
27	7aqkG	{1077049441675464, 1077049441675419}	1077049441675464	0091 Zout	KEUKENZOUT	ambient	0	910000.0	1030	GR
28	wkaV2	{1073335227998822, 1073335227998839}	1073335227998839	0164 Snoep verpakt	BANANAS	ambient	0	852500.0	206	GR
29	wkaV2	{1073335227998822, 1073335227998839}	1079334641575675	0164 Snoep verpakt	BANANAS	ambient	0	852500.0	206	GR
30	jqkj0	{1037744651749920, 1077744651388554, 1077744651749928}	1037744651749920	0040 Olien en frituurvetten	OLIJFOLIE TRADITIONEEL	ambient	0	1249500.0	875	ML
31	D1KXk	{1077045741616824, 1077045741516827, 1077046741856500, 1077046741695062}	1077045741616824	0054 Bouillon en ingredienten	AROMAT NAVUL	ambient	0	63000.0	45	GR
32	D1KXk	{1077045741616824, 1077045741516827, 1077046741856500, 1077046741695062}	1077046741695062	0054 Bouillon en ingredienten	AROMAT NAVUL	ambient	0	63000.0	45	GR
33	O3BK7	{1079334628687612, 1077056341096084, 1077045841601911}	1077045841601911	0180 Koffiemelk	KOFFIEMELK CUPS	ambient	0	336000.0	100.0	ST
34	O3BK7	{1079334628687612, 1077056341096084, 1077045841601911}	1077056341096084	0180 Koffiemelk	KOFFIEMELK CUPS	ambient	0	336000.0	100.0	ST
35	jqazM	{1077334691893776, 1077334691893783}	1077334691893783	0035 Deegwaren	SPAGHETTI  ALL 'UOVO	ambient	0	892500.0	510	GR
36	3Kxbe	{1077334691892595, 1077334691315582, 1077334691315599}	1077334691315582	0035 Deegwaren	TAGLIATELLE ALL 'UOVO	ambient	0	4032000.0	512	GR
37	3Kxbe	{1077334691892595, 1077334691315582, 1077334691315599}	1077334691892595	0035 Deegwaren	TAGLIATELLE ALL 'UOVO	ambient	0	4032000.0	512	GR
38	D1GMq	{1074334720459280, 1079334691991272}	1074334720459280	0162 Candybars	KITKAT	ambient	0	595000.0	225.0	ST
39	4z0WK	{1077044265541537, 1077044265622540, 1077044265622557}	1077044265622557	0071 Broodvervangers	RIJSTWAFELS MET KAAS	ambient	0	2256250.0	164.0	ST
40	9a0DP	{1079334628602776, 1077047341295874}	1077047341295874	0021 Oploskoffie & koffiestr.	AROMA CLASSIC	ambient	0	288000.0	212.0	GR
41	wkdP1	{1077056341231041, 1077046741959713, 1077046741362001, 1077042755328231, 1077047841304601}	1077046741362001	0052 Portie instant soep	CUP RUNDVLEES	ambient	0	432250.0	64	GR
42	D1MEd	{1077046741958273, 1077042755349175, 1077047841304618, 1077056341231386, 1077046741361516, 1077046107966911}	1077046741361516	0052 Portie instant soep	CUP CHAMPIGNON	ambient	0	432250.0	78	GR
43	Y8Qd3	{1077046741959782, 1077042755328392, 1077047841304649, 1077046741362094, 1077056341232697}	1077046741362094	0052 Portie instant soep	CUP KERRIE	ambient	0	432250.0	80	GR
44	Qa6Ek	{1074745729673025, 1074745729673018, 1074745729028917}	1074745729673025	0353 Desserts houdbaar	SOJAVLA VANILLE	ambient	0	600000.0	553	GR
45	5jYPd	{1077046441015689, 1077046441022380, 1079334628628134, 1077049941022300}	1077046441015689	0353 Desserts houdbaar	ROOM CULINAIR	ambient	0	240000.0	212.0	ML
46	5jYPd	{1077046441015689, 1077046441022380, 1079334628628134, 1077049941022300}	1077046441022380	0353 Desserts houdbaar	ROOM CULINAIR	ambient	0	240000.0	212.0	ML
47	5jYPd	{1077046441015689, 1077046441022380, 1079334628628134, 1077049941022300}	1077049941022300	0353 Desserts houdbaar	ROOM CULINAIR	ambient	0	240000.0	212.0	ML
48	9a7mp	{1074334845010724, 1074334845010717, 1072326471705695}	1074334845010724	0244 Reinigings- & poetsmid.	OVENREINIGER	ambient	0	710875.0	392.0	ML
49	jqezV	{1074353695570370, 1077044941960676}	1074353695570370	0250 Toiletpapier	TOILETPAPIER MEGAROL	ambient	0	5244000.0	642.0	ST
50	Gjxja	{1077046741018984, 1077046741493460, 1077048741777885}	1077046741493460	0092 Oosterse specialiteiten	KETJAP ASIN	ambient	0	702000.0	507	ML
51	Y8eKO	{1077048741721659, 1077048741621652, 1079334628616605}	1077048741621652	0092 Oosterse specialiteiten	SAMBAL OELEK	ambient	0	162000.0	136	ML
52	Y8eKO	{1077048741721659, 1077048741621652, 1079334628616605}	1077048741721659	0092 Oosterse specialiteiten	SAMBAL OELEK	ambient	0	162000.0	136	ML
53	QarKP	{1079334628616797, 1077048741621669}	1077048741621669	0092 Oosterse specialiteiten	SAMBAL OELEK	ambient	0	414000.0	356	ML
54	Qar4p	{1077046107001162, 1077056341737956, 1077046107681333, 1077048741521846}	1077046107001162	0092 Oosterse specialiteiten	MIX FOO YONG HAI	ambient	0	569250.0	103	GR
55	9aOBA	{1077048741977681, 1077048741620013}	1077048741620013	0092 Oosterse specialiteiten	MIHOEN	ambient	0	1270500.0	254	GR
56	7a41R	{1077045741534678, 1077046741471901, 1077046741076090, 1077056341963324, 1077042755305645}	1077046741471901	0037 Houdbare maaltijden	ITALIAANSE LASAGNE BOLOGNESE	ambient	0	1373625.0	236	GR
57	wkzdM	{1077045741584024, 1077046107223106, 1077046107701765, 1077046741726346}	1077046107223106	0054 Bouillon en ingredienten	SOEPPAKKET	ambient	0	780000.0	128	GR
58	wkzdM	{1077045741584024, 1077046107223106, 1077046107701765, 1077046741726346}	1077046741726346	0054 Bouillon en ingredienten	SOEPPAKKET	ambient	0	780000.0	128	GR
59	D1ZpD	{1077045741635955, 1077045741535958}	1077045741635955	0044 Droge sauzen warm	SATEHSAUS	ambient	0	474375.0	143	GR
60	Y8e3O	{1077046107199456, 1077045741530694, 1077046107954888, 1077056341791514, 1077046107556365, 1077045841244286, 1077046107634605}	1077045841244286	0044 Droge sauzen warm	VLEESJUS	ambient	0	158400.0	21	GR
61	Y8e3O	{1077046107199456, 1077045741530694, 1077046107954888, 1077056341791514, 1077046107556365, 1077045841244286, 1077046107634605}	1077046107199456	0044 Droge sauzen warm	VLEESJUS	ambient	0	158400.0	21	GR
62	Y8e3O	{1077046107199456, 1077045741530694, 1077046107954888, 1077056341791514, 1077046107556365, 1077045841244286, 1077046107634605}	1079334641575675	0044 Droge sauzen warm	VLEESJUS	ambient	0	158400.0	21	GR
63	jqA4D	{1076947673289248, 1077049641509996, 1076947673289231}	1076947673289248	0044 Droge sauzen warm	KAASSAUS	ambient	0	379500.0	69.0	GR
64	Y83dd	{1076947673288128, 1077049641509927, 1076947673288135}	1076947673288135	0044 Droge sauzen warm	KERRIESAUS	ambient	0	379500.0	59.0	GR
65	QadEV	{1076947673289224, 1076947673289217, 1077049641509989}	1076947673289224	0044 Droge sauzen warm	ROOMSAUS	ambient	0	379500.0	64.0	GR
66	3Karr	{1073339443780827, 1073339441640796}	1073339443780827	0304-Genees-&verbandmiddel	PLEISTERS CLASSIC 1MX6CM	ambient	0	221000.0	28	ST
67	wkxB4	{1074334845147185, 1074334845366425, 1074334845165653, 1074334845154633, 1077045441655949}	1074334845154633	0244 Reinigings- & poetsmid.	MEUBELSPRAY CLASSIC 5IN1	ambient	0	726000.0	325.0	ML
68	wkxB4	{1074334845147185, 1074334845366425, 1074334845165653, 1074334845154633, 1077045441655949}	1077045441655949	0244 Reinigings- & poetsmid.	MEUBELSPRAY CLASSIC 5IN1	ambient	0	726000.0	325.0	ML
69	D19Zp	{1077044265645280, 1077044265645297, 1077044265565748, 1077044265115158, 1077044265507243}	1077044265507243	0251 Keukenrollen	KEUKENPAPIER	ambient	0	8084500.0	470	ST
70	D19Zp	{1077044265645280, 1077044265645297, 1077044265565748, 1077044265115158, 1077044265507243}	1077044265565748	0251 Keukenrollen	KEUKENPAPIER	ambient	0	8084500.0	470	ST
71	D19Zp	{1077044265645280, 1077044265645297, 1077044265565748, 1077044265115158, 1077044265507243}	1077044265645297	0251 Keukenrollen	KEUKENPAPIER	ambient	0	8084500.0	470	ST
72	5j0ZX	{1077046741438690, 1077045741537860, 1077056341726820, 1077046107199494, 1077046741190406, 1077056341031528, 1077056341304134, 1077045741637867, 1077045841277741, 1077046107912048, 1077046107557201, 1077046741437204, 1077046107633080}	1077045741637867	0044 Droge sauzen warm	JACHTSAUS	ambient	0	158400.0	32	GR
73	5j0ZX	{1077046741438690, 1077045741537860, 1077056341726820, 1077046107199494, 1077046741190406, 1077056341031528, 1077056341304134, 1077045741637867, 1077045841277741, 1077046107912048, 1077046107557201, 1077046741437204, 1077046107633080}	1077045841277741	0044 Droge sauzen warm	JACHTSAUS	ambient	0	158400.0	32	GR
74	5j0ZX	{1077046741438690, 1077045741537860, 1077056341726820, 1077046107199494, 1077046741190406, 1077056341031528, 1077056341304134, 1077045741637867, 1077045841277741, 1077046107912048, 1077046107557201, 1077046741437204, 1077046107633080}	1077046107199494	0044 Droge sauzen warm	JACHTSAUS	ambient	0	158400.0	32	GR
75	5j0ZX	{1077046741438690, 1077045741537860, 1077056341726820, 1077046107199494, 1077046741190406, 1077056341031528, 1077056341304134, 1077045741637867, 1077045841277741, 1077046107912048, 1077046107557201, 1077046741437204, 1077046107633080}	1077046741437204	0044 Droge sauzen warm	JACHTSAUS	ambient	0	158400.0	32	GR
76	5j0ZX	{1077046741438690, 1077045741537860, 1077056341726820, 1077046107199494, 1077046741190406, 1077056341031528, 1077056341304134, 1077045741637867, 1077045841277741, 1077046107912048, 1077046107557201, 1077046741437204, 1077046107633080}	1077046741438690	0044 Droge sauzen warm	JACHTSAUS	ambient	0	158400.0	32	GR
77	5j0ZX	{1077046741438690, 1077045741537860, 1077056341726820, 1077046107199494, 1077046741190406, 1077056341031528, 1077056341304134, 1077045741637867, 1077045841277741, 1077046107912048, 1077046107557201, 1077046741437204, 1077046107633080}	1077056341031528	0044 Droge sauzen warm	JACHTSAUS	ambient	0	158400.0	32	GR
78	wkbX2	{1077046107199586, 1077046107634667, 1077046107557485, 1077046741190543, 1077046107967796, 1077045741537815, 1077056341799480, 1077046741438652, 1077056341023455}	1077046107199586	0044 Droge sauzen warm	CHAMPIGNONSAUS	ambient	0	158400.0	45	GR
79	wkbX2	{1077046107199586, 1077046107634667, 1077046107557485, 1077046741190543, 1077046107967796, 1077045741537815, 1077056341799480, 1077046741438652, 1077056341023455}	1077046741438652	0044 Droge sauzen warm	CHAMPIGNONSAUS	ambient	0	158400.0	45	GR
80	wkbX2	{1077046107199586, 1077046107634667, 1077046107557485, 1077046741190543, 1077046107967796, 1077045741537815, 1077056341799480, 1077046741438652, 1077056341023455}	1077056341023455	0044 Droge sauzen warm	CHAMPIGNONSAUS	ambient	0	158400.0	45	GR
81	Y8pEb	{1077046741190468, 1077045741637836, 1077046107632205, 1077056341010158, 1077045741537839, 1077056341771028, 1077046107557850, 1077046741438621}	1077045741637836	0044 Droge sauzen warm	PEPERROOMSAUS	ambient	0	158400.0	34	GR
82	Y8pEb	{1077046741190468, 1077045741637836, 1077046107632205, 1077056341010158, 1077045741537839, 1077056341771028, 1077046107557850, 1077046741438621}	1077046741438621	0044 Droge sauzen warm	PEPERROOMSAUS	ambient	0	158400.0	34	GR
83	Y8pEb	{1077046741190468, 1077045741637836, 1077046107632205, 1077056341010158, 1077045741537839, 1077056341771028, 1077046107557850, 1077046741438621}	1077056341010158	0044 Droge sauzen warm	PEPERROOMSAUS	ambient	0	158400.0	34	GR
84	QaV7G	{1077056341771042, 1077046741191625, 1077046107558802, 1077045741637843, 1077056341010165, 1077045741537846, 1077046107634940, 1077046741438782}	1077045741637843	0044 Droge sauzen warm	STROGANOFFSAUS	ambient	0	158400.0	44	GR
85	QaV7G	{1077056341771042, 1077046741191625, 1077046107558802, 1077045741637843, 1077056341010165, 1077045741537846, 1077046107634940, 1077046741438782}	1077046741438782	0044 Droge sauzen warm	STROGANOFFSAUS	ambient	0	158400.0	44	GR
86	QaV7G	{1077056341771042, 1077046741191625, 1077046107558802, 1077045741637843, 1077056341010165, 1077045741537846, 1077046107634940, 1077046741438782}	1077056341010165	0044 Droge sauzen warm	STROGANOFFSAUS	ambient	0	158400.0	44	GR
87	7awZ3	{1074334790909104, 1073345741153157, 1074334790801705, 1074334790936254, 1073345741596015}	1073345741153157	0162 Candybars	BOUNTY	ambient	0	551000.0	294	GR
88	7awZ3	{1074334790909104, 1073345741153157, 1074334790801705, 1074334790936254, 1073345741596015}	1074334790801705	0162 Candybars	BOUNTY	ambient	0	551000.0	294	GR
89	7awZ3	{1074334790909104, 1073345741153157, 1074334790801705, 1074334790936254, 1073345741596015}	1074334790936254	0162 Candybars	BOUNTY	ambient	0	551000.0	294	GR
90	7awZ3	{1074334790909104, 1073345741153157, 1074334790801705, 1074334790936254, 1073345741596015}	1079334641575675	0162 Candybars	BOUNTY	ambient	0	551000.0	294	GR
91	wk40g	{1077045392455698, 1077045392675690}	1077045392455698	0244 Reinigings- & poetsmid.	AMMONIA	ambient	0	1734000.0	1056	ML
92	D1Qqk	{1077045641478713, 1077045641578710}	1077045641478713	0020 Filter koffie	AROMA ROOD SNELFILTER	ambient	0	560000.0	257.0	GR
93	7aO2K	{1077045641378754, 1077045641578758, 1077045641478751}	1077045641378754	0020 Filter koffie	AROMA ROOD GROVE MALING	ambient	0	560000.0	262.0	GR
94	7aO2K	{1077045641378754, 1077045641578758, 1077045641478751}	1077045641478751	0020 Filter koffie	AROMA ROOD GROVE MALING	ambient	0	560000.0	262.0	GR
95	jq19Z	{1077045641378617, 1077045641578611, 1077045641478614}	1077045641378617	0020 Filter koffie	D╔CAF╔ SNELFILTER	ambient	0	522000.0	260.0	GR
96	jq19Z	{1077045641378617, 1077045641578611, 1077045641478614}	1077045641478614	0020 Filter koffie	D╔CAF╔ SNELFILTER	ambient	0	522000.0	260.0	GR
97	9aWv2	{1077045641470618, 1077045641570615}	1077045641470618	0021 Oploskoffie & koffiestr.	OPLOSKOFFIE AROMA ROOD	ambient	0	1534250.0	714.0	GR
98	Y8br7	{1077045641742272, 1077045641572633, 1077045641472636}	1077045641472636	0023 Thee	ENGLISH LEAF TEA LOS	ambient	0	577500.0	111.0	GR
99	Y8br7	{1077045641742272, 1077045641572633, 1077045641472636}	1077045641742272	0023 Thee	ENGLISH LEAF TEA LOS	ambient	0	577500.0	111.0	GR
100	jqxyD	{1077045641473657, 1077045641573654}	1077045641473657	0023 Thee	CEYLONTHEE 20 X 1 POT	ambient	0	438750.0	100.0	GR
101	Y8DYO	{1074334845122465, 1073332043580583, 1074334845122458, 1072415372686605, 1072415372676606}	1074334845122465	0244 Reinigings- & poetsmid.	SCHOENSMEER DONKER BRUIN	ambient	0	160000.0	60.0	GR
102	wkVW1	{1077045641578819, 1077045641478812}	1077045641478812	0020 Filter koffie	AROMA ROOD SNELFILTER	ambient	0	1170000.0	429.0	GR
103	5j6Vx	{1072399430276673, 1073332060521323, 1073332060521316, 1073332060288981}	1072399430276673	0230 Hond nat	PAL RUNDVLEES	ambient	0	618750.0	459	GR
104	5j6Vx	{1072399430276673, 1073332060521323, 1073332060521316, 1073332060288981}	1073332060521316	0230 Hond nat	PAL RUNDVLEES	ambient	0	618750.0	459	GR
105	wkoWy	{1077044094635674, 1077044094630679, 1077044094590775}	1077044094590775	0040 Olien en frituurvetten	ZONNEBLOEM OLIE	ambient	0	1575000.0	922	ML
106	wkoWy	{1077044094635674, 1077044094630679, 1077044094590775}	1077044094630679	0040 Olien en frituurvetten	ZONNEBLOEM OLIE	ambient	0	1575000.0	922	ML
107	wko3R	{1077046741635174, 1079334628616599, 1077048741696698, 1077046741990679, 1077046107617615}	1077046741635174	0092 Oosterse specialiteiten	KR. MIX VOOR BAHMI	ambient	0	121500.0	24	GR
108	wko3R	{1077046741635174, 1079334628616599, 1077048741696698, 1077046741990679, 1077046107617615}	1077048741696698	0092 Oosterse specialiteiten	KR. MIX VOOR BAHMI	ambient	0	121500.0	24	GR
109	Y8Ao5	{1077044053701754, 1077044053701747, 1077044053571869}	1077044053701754	0150 Biskwie	KNAPPERTJES	ambient	0	537500.0	238.0	GR
110	QaBD3	{1077044053701761, 1077044053701877, 1077044053571975}	1077044053701877	0150 Biskwie	NIZZA KOKOS	ambient	0	688000.0	255.0	GR
111	Gj4za	{1077049641310370, 1076947675667778, 1077049641559144, 1076947675667662}	1076947675667778	0044 Droge sauzen warm	ASPERGESAUS	ambient	0	379500.0	57.0	GR
112	Gj4za	{1077049641310370, 1076947675667778, 1077049641559144, 1076947675667662}	1077049641310370	0044 Droge sauzen warm	ASPERGESAUS	ambient	0	379500.0	57.0	GR
113	Y8APO	{1077044053702584, 1077044053560610, 1077044053702591}	1077044053702591	0150 Biskwie	CAFE NOIR	ambient	0	462000.0	224.0	GR
114	9Eadp	{1076947673061240, 1076947673061233, 1074334720838634}	1076947673061240	0160 Chocolade en bonbons	AFTER EIGHT	ambient	0	486000.0	227.0	GR
115	wp834	{1083339449667600, 1073339541527393, 1073339449667603, 1073339541527300, 1073339541527317, 1073339449387686}	1073339449387686	0302-Decoratieve cosmetica	VERZACHTENDE DAGCREME DROOG	ambient	0	260000.0	71	ML
116	wp834	{1083339449667600, 1073339541527393, 1073339449667603, 1073339541527300, 1073339541527317, 1073339449387686}	1073339449667603	0302-Decoratieve cosmetica	VERZACHTENDE DAGCREME DROOG	ambient	0	260000.0	71	ML
117	wp834	{1083339449667600, 1073339541527393, 1073339449667603, 1073339541527300, 1073339541527317, 1073339449387686}	1073339541527300	0302-Decoratieve cosmetica	VERZACHTENDE DAGCREME DROOG	ambient	0	260000.0	71	ML
118	wp834	{1083339449667600, 1073339541527393, 1073339449667603, 1073339541527300, 1073339541527317, 1073339449387686}	1073339541527317	0302-Decoratieve cosmetica	VERZACHTENDE DAGCREME DROOG	ambient	0	260000.0	71	ML
119	wp834	{1083339449667600, 1073339541527393, 1073339449667603, 1073339541527300, 1073339541527317, 1073339449387686}	1083339449667600	0302-Decoratieve cosmetica	VERZACHTENDE DAGCREME DROOG	ambient	0	260000.0	71	ML
120	Q34b3	{1073332060545329, 1073332060537508, 1073332060011589, 1073332060545572}	1073332060537508	0232 Kat nat	ALU KIP IN PAT╔	ambient	0	242250.0	107	GR
121	Q34b3	{1073332060545329, 1073332060537508, 1073332060011589, 1073332060545572}	1073332060545329	0232 Kat nat	ALU KIP IN PAT╔	ambient	0	242250.0	107	GR
122	YvZb5	{1077045641743972, 1077045641593508, 1077045641743989}	1077045641743989	0023 Thee	FRUIT G FRUITVARIATIE GEEL 20	ambient	0	468000.0	59.0	GR
123	GKnZe	{1077048341597531, 1077048341597524}	1077048341597524	0047 Droge maaltijdmixen	MIX LASAGNE TRADITIONALE	ambient	0	500000.0	166	GR
124	Q3x6X	{1077045741616817, 1079334628686875}	1077045741616817	0132 Reform	AROMAT NATRIUMARM STROOIER	ambient	0	262500.0	103.0	GR
125	5nWnZ	{1077040037035013, 1077040037035006, 1074345766675671}	1077040037035013	0071 Broodvervangers	CREAMCRACKERS	ambient	0	784000.0	240	GR
126	Q3wm7	{1074344218024456, 1074344218024586, 1074344218026986, 1074344218999426}	1074344218024586	0205 Premix en aperitief	BREEZER ORANGE	ambient	0	635250.0	481.0	ML
127	wpmB1	{1074353695076643, 1074353694075869}	1074353695076643	0260 Damesverband	VERBAND MAXI SUPER	ambient	0	2625000.0	194.0	ST
128	wpan1	{1074334720449168, 1073339141045099}	1073339141045099	0162 Candybars	KITKAT MINI	ambient	0	1275000.0	250.0	GR
129	9EX9z	{1077827434286954, 1077827434286947, 1077049641516918}	1077827434286954	0162 Candybars	BROS MINI	ambient	0	1404000.0	201.0	GR
130	75qRo	{1077054241185600, 1077054241500779, 1077054241185976}	1077054241185976	0111 Groenten in glas	BRUINE BONEN 3/4	ambient	0	1300000.0	1018	GR
131	Deo73	{1077054241174130, 1077054241174611, 1077054241611772, 1077054241612779}	1077054241174130	0111 Groenten in glas	WORTELTJES EF 1/3	ambient	0	758625.0	521	GR
132	Deo73	{1077054241174130, 1077054241174611, 1077054241611772, 1077054241612779}	1077054241611772	0111 Groenten in glas	WORTELTJES EF 1/3	ambient	0	758625.0	521	GR
133	jWnAK	{1077054241174017, 1077054241680778, 1077054241689771, 1077054241173591}	1077054241174017	0111 Groenten in glas	SPERZIEBONEN 1/3	ambient	0	758625.0	514	GR
134	jWnAK	{1077054241174017, 1077054241680778, 1077054241689771, 1077054241173591}	1077054241680778	0111 Groenten in glas	SPERZIEBONEN 1/3	ambient	0	758625.0	514	GR
135	Yvoxw	{1072348801579448, 1072348801877353, 1072348801186851}	1072348801186851	0305-Scheerartikelen	SCHEERSCHUIM GEV.HUID	ambient	0	487500.0	262	ML
136	Yvoxw	{1072348801579448, 1072348801877353, 1072348801186851}	1079334641575675	0305-Scheerartikelen	SCHEERSCHUIM GEV.HUID	ambient	0	487500.0	262	ML
137	Q3Mo7	{1077054241174710, 1077054241515773, 1077054241173294}	1077054241174710	0111 Groenten in glas	BRUINE BONEN 1/3	ambient	0	758625.0	545	GR
138	Q3Mo7	{1077054241174710, 1077054241515773, 1077054241173294}	1079334641575675	0111 Groenten in glas	BRUINE BONEN 1/3	ambient	0	758625.0	545	GR
139	9EPaP	{1077054241185792, 1077054241174420, 1077054241528773, 1077054241527776}	1077054241185792	0111 Groenten in glas	DOPERWTJES EF 3/4	ambient	0	1300000.0	986	GR
140	9EPaP	{1077054241185792, 1077054241174420, 1077054241528773, 1077054241527776}	1077054241528773	0111 Groenten in glas	DOPERWTJES EF 3/4	ambient	0	1300000.0	986	GR
141	Dezge	{1077054241684776, 1077054241173515, 1077054241695772, 1077054241174031}	1077054241174031	0111 Groenten in glas	BLADSPINAZIE GESNEDEN	ambient	0	640000.0	513	GR
142	Dezge	{1077054241684776, 1077054241173515, 1077054241695772, 1077054241174031}	1077054241684776	0111 Groenten in glas	BLADSPINAZIE GESNEDEN	ambient	0	640000.0	513	GR
143	wpwwy	{1072415371530985, 1074744617980450, 1074744617980467}	1074744617980450	0245 Toilet en Luchtverfrisser	FL.START TEA TREE & PINE	ambient	0	640000.0	86	ML
144	wpwwy	{1072415371530985, 1074744617980450, 1074744617980467}	1079334641575675	0245 Toilet en Luchtverfrisser	FL.START TEA TREE & PINE	ambient	0	640000.0	86	ML
145	jW2aZ	{1077041285367352, 1077045841163426, 1077045841163419, 1077045341695212}	1077045841163426	0241 Wasmiddelen vloeibaar	WOL EN FYN 10 SC	ambient	0	1547000.0	813.0	ML
146	jW2aZ	{1077041285367352, 1077045841163426, 1077045841163419, 1077045341695212}	1079334641575675	0241 Wasmiddelen vloeibaar	WOL EN FYN 10 SC	ambient	0	1547000.0	813.0	ML
147	jWaWW	{1074773641584402, 1074773641592926, 1079334681397503}	1074773641584402	0194 Frisdranken klein	ORANGE PET	ambient	0	992875.0	531.0	ML
148	jWaWW	{1074773641584402, 1074773641592926, 1079334681397503}	1074773641592926	0194 Frisdranken klein	ORANGE PET	ambient	0	992875.0	531.0	ML
149	3jZdX	{1077044177675689, 1077044177675610, 1077044177675603}	1077044177675603	0071 Broodvervangers	MATZES CRACKERS	ambient	0	1653125.0	138	GR
150	3jZdX	{1077044177675689, 1077044177675610, 1077044177675603}	1077044177675610	0071 Broodvervangers	MATZES CRACKERS	ambient	0	1653125.0	138	GR
